State,num_deaths,area,Date,full_name
WV,3,South,2020-09-10,West Virginia
CT,4,Northeast,2020-09-10,Connecticut
DC,1,Northeast,2020-09-10,NA
DE,4,Northeast,2020-09-10,Delaware
MA,20,Northeast,2020-09-10,Massachusetts
MD,7,Northeast,2020-09-10,Maryland
ME,0,Northeast,2020-09-10,Maine
NH,1,Northeast,2020-09-10,New Hampshire
NJ,5,Northeast,2020-09-10,New Jersey
NY,7,Northeast,2020-09-10,New York
PA,15,Northeast,2020-09-10,Pennsylvania
RI,5,Northeast,2020-09-10,Rhode Island
VT,0,Northeast,2020-09-10,Vermont
GU,1,Territories,2020-09-10,NA
MP,0,Territories,2020-09-10,NA
PR,12,Territories,2020-09-10,NA
VI,0,Territories,2020-09-10,NA
AK,1,West,2020-09-11,Alaska
AZ,15,West,2020-09-11,Arizona
CA,111,West,2020-09-11,California
CO,6,West,2020-09-11,Colorado
HI,2,West,2020-09-11,Hawaii
ID,5,West,2020-09-11,Idaho
MT,8,West,2020-09-11,Montana
NM,2,West,2020-09-11,New Mexico
NV,10,West,2020-09-11,Nevada
OR,2,West,2020-09-11,Oregon
UT,1,West,2020-09-11,Utah
WA,6,West,2020-09-11,Washington
WY,0,West,2020-09-11,Wyoming
IA,4,Midwest,2020-09-11,Iowa
IL,31,Midwest,2020-09-11,Illinois
IN,10,Midwest,2020-09-11,Indiana
KS,16,Midwest,2020-09-11,Kansas
MI,9,Midwest,2020-09-11,Michigan
MN,13,Midwest,2020-09-11,Minnesota
MO,10,Midwest,2020-09-11,Missouri
ND,4,Midwest,2020-09-11,North Dakota
NE,4,Midwest,2020-09-11,Nebraska
OH,49,Midwest,2020-09-11,Ohio
OK,12,Midwest,2020-09-11,Oklahoma
SD,0,Midwest,2020-09-11,South Dakota
WI,4,Midwest,2020-09-11,Wisconsin
AL,28,South,2020-09-11,Alabama
AR,13,South,2020-09-11,Arkansas
FL,176,South,2020-09-11,Florida
GA,42,South,2020-09-11,Georgia
KY,9,South,2020-09-11,Kentucky
LA,41,South,2020-09-11,Louisiana
MS,14,South,2020-09-11,Mississippi
NC,33,South,2020-09-11,North Carolina
SC,54,South,2020-09-11,South Carolina
TN,37,South,2020-09-11,Tennessee
TX,144,South,2020-09-11,Texas
VA,3,South,2020-09-11,Virginia
WV,6,South,2020-09-11,West Virginia
CT,2,Northeast,2020-09-11,Connecticut
DC,0,Northeast,2020-09-11,NA
DE,0,Northeast,2020-09-11,Delaware
MA,14,Northeast,2020-09-11,Massachusetts
MD,6,Northeast,2020-09-11,Maryland
ME,0,Northeast,2020-09-11,Maine
NH,0,Northeast,2020-09-11,New Hampshire
NJ,9,Northeast,2020-09-11,New Jersey
NY,5,Northeast,2020-09-11,New York
PA,17,Northeast,2020-09-11,Pennsylvania
RI,4,Northeast,2020-09-11,Rhode Island
VT,0,Northeast,2020-09-11,Vermont
GU,2,Territories,2020-09-11,NA
MP,0,Territories,2020-09-11,NA
PR,10,Territories,2020-09-11,NA
VI,0,Territories,2020-09-11,NA
AK,1,West,2020-09-12,Alaska
AZ,27,West,2020-09-12,Arizona
CA,162,West,2020-09-12,California
CO,3,West,2020-09-12,Colorado
HI,1,West,2020-09-12,Hawaii
ID,3,West,2020-09-12,Idaho
MT,2,West,2020-09-12,Montana
NM,3,West,2020-09-12,New Mexico
NV,10,West,2020-09-12,Nevada
OR,6,West,2020-09-12,Oregon
UT,2,West,2020-09-12,Utah
WA,0,West,2020-09-12,Washington
WY,0,West,2020-09-12,Wyoming
IA,6,Midwest,2020-09-12,Iowa
IL,22,Midwest,2020-09-12,Illinois
IN,17,Midwest,2020-09-12,Indiana
KS,0,Midwest,2020-09-12,Kansas
MI,13,Midwest,2020-09-12,Michigan
MN,9,Midwest,2020-09-12,Minnesota
MO,3,Midwest,2020-09-12,Missouri
ND,3,Midwest,2020-09-12,North Dakota
NE,0,Midwest,2020-09-12,Nebraska
OH,8,Midwest,2020-09-12,Ohio
OK,11,Midwest,2020-09-12,Oklahoma
SD,6,Midwest,2020-09-12,South Dakota
WI,12,Midwest,2020-09-12,Wisconsin
AL,13,South,2020-09-12,Alabama
AR,16,South,2020-09-12,Arkansas
FL,98,South,2020-09-12,Florida
GA,41,South,2020-09-12,Georgia
KY,13,South,2020-09-12,Kentucky
LA,0,South,2020-09-12,Louisiana
MS,15,South,2020-09-12,Mississippi
NC,24,South,2020-09-12,North Carolina
SC,14,South,2020-09-12,South Carolina
TN,39,South,2020-09-12,Tennessee
TX,146,South,2020-09-12,Texas
VA,11,South,2020-09-12,Virginia
WV,2,South,2020-09-12,West Virginia
CT,0,Northeast,2020-09-12,Connecticut
DC,0,Northeast,2020-09-12,NA
DE,0,Northeast,2020-09-12,Delaware
MA,16,Northeast,2020-09-12,Massachusetts
MD,8,Northeast,2020-09-12,Maryland
ME,1,Northeast,2020-09-12,Maine
NH,1,Northeast,2020-09-12,New Hampshire
NJ,4,Northeast,2020-09-12,New Jersey
NY,2,Northeast,2020-09-12,New York
PA,0,Northeast,2020-09-12,Pennsylvania
RI,0,Northeast,2020-09-12,Rhode Island
VT,0,Northeast,2020-09-12,Vermont
GU,2,Territories,2020-09-12,NA
MP,0,Territories,2020-09-12,NA
PR,11,Territories,2020-09-12,NA
VI,1,Territories,2020-09-12,NA
AK,0,West,2020-09-13,Alaska
AZ,7,West,2020-09-13,Arizona
CA,78,West,2020-09-13,California
CO,0,West,2020-09-13,Colorado
HI,2,West,2020-09-13,Hawaii
ID,0,West,2020-09-13,Idaho
MT,2,West,2020-09-13,Montana
NM,2,West,2020-09-13,New Mexico
NV,3,West,2020-09-13,Nevada
OR,4,West,2020-09-13,Oregon
UT,0,West,2020-09-13,Utah
WA,0,West,2020-09-13,Washington
WY,0,West,2020-09-13,Wyoming
IA,1,Midwest,2020-09-13,Iowa
IL,14,Midwest,2020-09-13,Illinois
IN,1,Midwest,2020-09-13,Indiana
KS,0,Midwest,2020-09-13,Kansas
MI,0,Midwest,2020-09-13,Michigan
MN,13,Midwest,2020-09-13,Minnesota
MO,1,Midwest,2020-09-13,Missouri
ND,1,Midwest,2020-09-13,North Dakota
NE,0,Midwest,2020-09-13,Nebraska
OH,4,Midwest,2020-09-13,Ohio
OK,6,Midwest,2020-09-13,Oklahoma
SD,1,Midwest,2020-09-13,South Dakota
WI,1,Midwest,2020-09-13,Wisconsin
AL,1,South,2020-09-13,Alabama
AR,12,South,2020-09-13,Arkansas
FL,8,South,2020-09-13,Florida
GA,46,South,2020-09-13,Georgia
KY,3,South,2020-09-13,Kentucky
LA,33,South,2020-09-13,Louisiana
MS,12,South,2020-09-13,Mississippi
NC,5,South,2020-09-13,North Carolina
SC,24,South,2020-09-13,South Carolina
TN,14,South,2020-09-13,Tennessee
TX,47,South,2020-09-13,Texas
VA,2,South,2020-09-13,Virginia
WV,1,South,2020-09-13,West Virginia
CT,0,Northeast,2020-09-13,Connecticut
DC,0,Northeast,2020-09-13,NA
DE,2,Northeast,2020-09-13,Delaware
MA,14,Northeast,2020-09-13,Massachusetts
MD,2,Northeast,2020-09-13,Maryland
ME,1,Northeast,2020-09-13,Maine
NH,1,Northeast,2020-09-13,New Hampshire
NJ,4,Northeast,2020-09-13,New Jersey
NY,6,Northeast,2020-09-13,New York
PA,0,Northeast,2020-09-13,Pennsylvania
RI,0,Northeast,2020-09-13,Rhode Island
VT,0,Northeast,2020-09-13,Vermont
GU,1,Territories,2020-09-13,NA
MP,0,Territories,2020-09-13,NA
PR,3,Territories,2020-09-13,NA
VI,0,Territories,2020-09-13,NA
AK,0,West,2020-09-14,Alaska
AZ,0,West,2020-09-14,Arizona
CA,56,West,2020-09-14,California
CO,2,West,2020-09-14,Colorado
HI,0,West,2020-09-14,Hawaii
ID,4,West,2020-09-14,Idaho
MT,3,West,2020-09-14,Montana
NM,0,West,2020-09-14,New Mexico
NV,4,West,2020-09-14,Nevada
OR,2,West,2020-09-14,Oregon
UT,3,West,2020-09-14,Utah
WA,15,West,2020-09-14,Washington
WY,4,West,2020-09-14,Wyoming
IA,5,Midwest,2020-09-14,Iowa
IL,5,Midwest,2020-09-14,Illinois
IN,1,Midwest,2020-09-14,Indiana
KS,23,Midwest,2020-09-14,Kansas
MI,10,Midwest,2020-09-14,Michigan
MN,3,Midwest,2020-09-14,Minnesota
MO,9,Midwest,2020-09-14,Missouri
ND,2,Midwest,2020-09-14,North Dakota
NE,0,Midwest,2020-09-14,Nebraska
OH,4,Midwest,2020-09-14,Ohio
OK,0,Midwest,2020-09-14,Oklahoma
SD,0,Midwest,2020-09-14,South Dakota
WI,0,Midwest,2020-09-14,Wisconsin
AL,3,South,2020-09-14,Alabama
AR,11,South,2020-09-14,Arkansas
FL,34,South,2020-09-14,Florida
GA,20,South,2020-09-14,Georgia
KY,5,South,2020-09-14,Kentucky
LA,17,South,2020-09-14,Louisiana
MS,9,South,2020-09-14,Mississippi
NC,8,South,2020-09-14,North Carolina
SC,7,South,2020-09-14,South Carolina
TN,19,South,2020-09-14,Tennessee
TX,21,South,2020-09-14,Texas
VA,16,South,2020-09-14,Virginia
WV,9,South,2020-09-14,West Virginia
CT,5,Northeast,2020-09-14,Connecticut
DC,0,Northeast,2020-09-14,NA
DE,2,Northeast,2020-09-14,Delaware
MA,9,Northeast,2020-09-14,Massachusetts
MD,1,Northeast,2020-09-14,Maryland
ME,0,Northeast,2020-09-14,Maine
NH,0,Northeast,2020-09-14,New Hampshire
NJ,3,Northeast,2020-09-14,New Jersey
NY,4,Northeast,2020-09-14,New York
PA,32,Northeast,2020-09-14,Pennsylvania
RI,4,Northeast,2020-09-14,Rhode Island
VT,0,Northeast,2020-09-14,Vermont
GU,0,Territories,2020-09-14,NA
MP,0,Territories,2020-09-14,NA
PR,3,Territories,2020-09-14,NA
VI,0,Territories,2020-09-14,NA
AK,0,West,2020-09-15,Alaska
AZ,22,West,2020-09-15,Arizona
CA,66,West,2020-09-15,California
CO,6,West,2020-09-15,Colorado
HI,1,West,2020-09-15,Hawaii
ID,4,West,2020-09-15,Idaho
MT,2,West,2020-09-15,Montana
NM,7,West,2020-09-15,New Mexico
NV,26,West,2020-09-15,Nevada
OR,8,West,2020-09-15,Oregon
UT,0,West,2020-09-15,Utah
WA,9,West,2020-09-15,Washington
WY,0,West,2020-09-15,Wyoming
IA,11,Midwest,2020-09-15,Iowa
IL,18,Midwest,2020-09-15,Illinois
IN,20,Midwest,2020-09-15,Indiana
KS,0,Midwest,2020-09-15,Kansas
MI,11,Midwest,2020-09-15,Michigan
MN,5,Midwest,2020-09-15,Minnesota
MO,18,Midwest,2020-09-15,Missouri
ND,2,Midwest,2020-09-15,North Dakota
NE,1,Midwest,2020-09-15,Nebraska
OH,87,Midwest,2020-09-15,Ohio
OK,7,Midwest,2020-09-15,Oklahoma
SD,0,Midwest,2020-09-15,South Dakota
WI,10,Midwest,2020-09-15,Wisconsin
AL,32,South,2020-09-15,Alabama
AR,18,South,2020-09-15,Arkansas
FL,145,South,2020-09-15,Florida
GA,45,South,2020-09-15,Georgia
KY,9,South,2020-09-15,Kentucky
LA,26,South,2020-09-15,Louisiana
MS,28,South,2020-09-15,Mississippi
NC,51,South,2020-09-15,North Carolina
SC,21,South,2020-09-15,South Carolina
TN,30,South,2020-09-15,Tennessee
TX,132,South,2020-09-15,Texas
VA,84,South,2020-09-15,Virginia
WV,5,South,2020-09-15,West Virginia
CT,0,Northeast,2020-09-15,Connecticut
DC,0,Northeast,2020-09-15,NA
DE,1,Northeast,2020-09-15,Delaware
MA,6,Northeast,2020-09-15,Massachusetts
MD,10,Northeast,2020-09-15,Maryland
ME,1,Northeast,2020-09-15,Maine
NH,2,Northeast,2020-09-15,New Hampshire
NJ,9,Northeast,2020-09-15,New Jersey
NY,11,Northeast,2020-09-15,New York
PA,6,Northeast,2020-09-15,Pennsylvania
RI,3,Northeast,2020-09-15,Rhode Island
VT,0,Northeast,2020-09-15,Vermont
GU,2,Territories,2020-09-15,NA
MP,0,Territories,2020-09-15,NA
PR,9,Territories,2020-09-15,NA
VI,0,Territories,2020-09-15,NA
AK,0,West,2020-09-16,Alaska
AZ,27,West,2020-09-16,Arizona
CA,164,West,2020-09-16,California
CO,6,West,2020-09-16,Colorado
HI,3,West,2020-09-16,Hawaii
ID,6,West,2020-09-16,Idaho
MT,1,West,2020-09-16,Montana
NM,2,West,2020-09-16,New Mexico
NV,12,West,2020-09-16,Nevada
OR,2,West,2020-09-16,Oregon
UT,1,West,2020-09-16,Utah
WA,5,West,2020-09-16,Washington
WY,0,West,2020-09-16,Wyoming
IA,1,Midwest,2020-09-16,Iowa
IL,35,Midwest,2020-09-16,Illinois
IN,12,Midwest,2020-09-16,Indiana
KS,52,Midwest,2020-09-16,Kansas
MI,11,Midwest,2020-09-16,Michigan
MN,6,Midwest,2020-09-16,Minnesota
MO,7,Midwest,2020-09-16,Missouri
ND,5,Midwest,2020-09-16,North Dakota
NE,1,Midwest,2020-09-16,Nebraska
OH,49,Midwest,2020-09-16,Ohio
OK,12,Midwest,2020-09-16,Oklahoma
SD,8,Midwest,2020-09-16,South Dakota
WI,8,Midwest,2020-09-16,Wisconsin
AL,4,South,2020-09-16,Alabama
AR,0,South,2020-09-16,Arkansas
FL,152,South,2020-09-16,Florida
GA,21,South,2020-09-16,Georgia
KY,8,South,2020-09-16,Kentucky
LA,18,South,2020-09-16,Louisiana
MS,22,South,2020-09-16,Mississippi
NC,38,South,2020-09-16,North Carolina
SC,25,South,2020-09-16,South Carolina
TN,24,South,2020-09-16,Tennessee
TX,135,South,2020-09-16,Texas
VA,20,South,2020-09-16,Virginia
WV,10,South,2020-09-16,West Virginia
CT,2,Northeast,2020-09-16,Connecticut
DC,1,Northeast,2020-09-16,NA
DE,1,Northeast,2020-09-16,Delaware
MA,20,Northeast,2020-09-16,Massachusetts
MD,6,Northeast,2020-09-16,Maryland
ME,1,Northeast,2020-09-16,Maine
NH,0,Northeast,2020-09-16,New Hampshire
NJ,9,Northeast,2020-09-16,New Jersey
NY,5,Northeast,2020-09-16,New York
PA,28,Northeast,2020-09-16,Pennsylvania
RI,3,Northeast,2020-09-16,Rhode Island
VT,0,Northeast,2020-09-16,Vermont
GU,0,Territories,2020-09-16,NA
MP,0,Territories,2020-09-16,NA
PR,18,Territories,2020-09-16,NA
VI,0,Territories,2020-09-16,NA
AK,0,West,2020-09-17,Alaska
AZ,38,West,2020-09-17,Arizona
CA,106,West,2020-09-17,California
CO,4,West,2020-09-17,Colorado
HI,4,West,2020-09-17,Hawaii
ID,5,West,2020-09-17,Idaho
MT,2,West,2020-09-17,Montana
NM,4,West,2020-09-17,New Mexico
NV,12,West,2020-09-17,Nevada
OR,0,West,2020-09-17,Oregon
UT,0,West,2020-09-17,Utah
WA,11,West,2020-09-17,Washington
WY,3,West,2020-09-17,Wyoming
IA,15,Midwest,2020-09-17,Iowa
IL,25,Midwest,2020-09-17,Illinois
IN,6,Midwest,2020-09-17,Indiana
KS,0,Midwest,2020-09-17,Kansas
MI,9,Midwest,2020-09-17,Michigan
MN,9,Midwest,2020-09-17,Minnesota
MO,18,Midwest,2020-09-17,Missouri
ND,5,Midwest,2020-09-17,North Dakota
NE,3,Midwest,2020-09-17,Nebraska
OH,25,Midwest,2020-09-17,Ohio
OK,6,Midwest,2020-09-17,Oklahoma
SD,1,Midwest,2020-09-17,South Dakota
WI,3,Midwest,2020-09-17,Wisconsin
AL,7,South,2020-09-17,Alabama
AR,8,South,2020-09-17,Arkansas
FL,147,South,2020-09-17,Florida
GA,55,South,2020-09-17,Georgia
KY,11,South,2020-09-17,Kentucky
LA,17,South,2020-09-17,Louisiana
MS,24,South,2020-09-17,Mississippi
NC,31,South,2020-09-17,North Carolina
SC,24,South,2020-09-17,South Carolina
TN,13,South,2020-09-17,Tennessee
TX,112,South,2020-09-17,Texas
VA,23,South,2020-09-17,Virginia
WV,4,South,2020-09-17,West Virginia
CT,1,Northeast,2020-09-17,Connecticut
DC,2,Northeast,2020-09-17,NA
DE,0,Northeast,2020-09-17,Delaware
MA,15,Northeast,2020-09-17,Massachusetts
MD,5,Northeast,2020-09-17,Maryland
ME,0,Northeast,2020-09-17,Maine
NH,0,Northeast,2020-09-17,New Hampshire
NJ,3,Northeast,2020-09-17,New Jersey
NY,3,Northeast,2020-09-17,New York
PA,10,Northeast,2020-09-17,Pennsylvania
RI,4,Northeast,2020-09-17,Rhode Island
VT,0,Northeast,2020-09-17,Vermont
GU,2,Territories,2020-09-17,NA
MP,0,Territories,2020-09-17,NA
PR,17,Territories,2020-09-17,NA
VI,0,Territories,2020-09-17,NA
AK,1,West,2020-09-18,Alaska
AZ,42,West,2020-09-18,Arizona
CA,91,West,2020-09-18,California
CO,3,West,2020-09-18,Colorado
HI,13,West,2020-09-18,Hawaii
ID,4,West,2020-09-18,Idaho
MT,3,West,2020-09-18,Montana
NM,5,West,2020-09-18,New Mexico
NV,18,West,2020-09-18,Nevada
OR,0,West,2020-09-18,Oregon
UT,0,West,2020-09-18,Utah
WA,6,West,2020-09-18,Washington
WY,0,West,2020-09-18,Wyoming
IA,9,Midwest,2020-09-18,Iowa
IL,19,Midwest,2020-09-18,Illinois
IN,17,Midwest,2020-09-18,Indiana
KS,10,Midwest,2020-09-18,Kansas
MI,6,Midwest,2020-09-18,Michigan
MN,8,Midwest,2020-09-18,Minnesota
MO,23,Midwest,2020-09-18,Missouri
ND,2,Midwest,2020-09-18,North Dakota
NE,3,Midwest,2020-09-18,Nebraska
OH,28,Midwest,2020-09-18,Ohio
OK,9,Midwest,2020-09-18,Oklahoma
SD,5,Midwest,2020-09-18,South Dakota
WI,7,Midwest,2020-09-18,Wisconsin
AL,20,South,2020-09-18,Alabama
AR,7,South,2020-09-18,Arkansas
FL,139,South,2020-09-18,Florida
GA,63,South,2020-09-18,Georgia
KY,8,South,2020-09-18,Kentucky
LA,29,South,2020-09-18,Louisiana
MS,12,South,2020-09-18,Mississippi
NC,27,South,2020-09-18,North Carolina
SC,18,South,2020-09-18,South Carolina
TN,32,South,2020-09-18,Tennessee
TX,123,South,2020-09-18,Texas
VA,21,South,2020-09-18,Virginia
WV,3,South,2020-09-18,West Virginia
CT,4,Northeast,2020-09-18,Connecticut
DC,0,Northeast,2020-09-18,NA
DE,0,Northeast,2020-09-18,Delaware
MA,8,Northeast,2020-09-18,Massachusetts
MD,7,Northeast,2020-09-18,Maryland
ME,0,Northeast,2020-09-18,Maine
NH,0,Northeast,2020-09-18,New Hampshire
NJ,4,Northeast,2020-09-18,New Jersey
NY,10,Northeast,2020-09-18,New York
PA,21,Northeast,2020-09-18,Pennsylvania
RI,3,Northeast,2020-09-18,Rhode Island
VT,0,Northeast,2020-09-18,Vermont
GU,1,Territories,2020-09-18,NA
MP,0,Territories,2020-09-18,NA
PR,10,Territories,2020-09-18,NA
VI,0,Territories,2020-09-18,NA
AK,0,West,2020-09-19,Alaska
AZ,16,West,2020-09-19,Arizona
CA,100,West,2020-09-19,California
CO,4,West,2020-09-19,Colorado
HI,0,West,2020-09-19,Hawaii
ID,3,West,2020-09-19,Idaho
MT,10,West,2020-09-19,Montana
NM,6,West,2020-09-19,New Mexico
NV,4,West,2020-09-19,Nevada
OR,4,West,2020-09-19,Oregon
UT,3,West,2020-09-19,Utah
WA,0,West,2020-09-19,Washington
WY,0,West,2020-09-19,Wyoming
IA,5,Midwest,2020-09-19,Iowa
IL,25,Midwest,2020-09-19,Illinois
IN,8,Midwest,2020-09-19,Indiana
KS,0,Midwest,2020-09-19,Kansas
MI,15,Midwest,2020-09-19,Michigan
MN,13,Midwest,2020-09-19,Minnesota
MO,13,Midwest,2020-09-19,Missouri
ND,8,Midwest,2020-09-19,North Dakota
NE,0,Midwest,2020-09-19,Nebraska
OH,4,Midwest,2020-09-19,Ohio
OK,4,Midwest,2020-09-19,Oklahoma
SD,2,Midwest,2020-09-19,South Dakota
WI,3,Midwest,2020-09-19,Wisconsin
AL,6,South,2020-09-19,Alabama
AR,8,South,2020-09-19,Arkansas
FL,62,South,2020-09-19,Florida
GA,62,South,2020-09-19,Georgia
KY,7,South,2020-09-19,Kentucky
LA,0,South,2020-09-19,Louisiana
MS,17,South,2020-09-19,Mississippi
NC,28,South,2020-09-19,North Carolina
SC,7,South,2020-09-19,South Carolina
TN,20,South,2020-09-19,Tennessee
TX,135,South,2020-09-19,Texas
VA,32,South,2020-09-19,Virginia
WV,11,South,2020-09-19,West Virginia
CT,0,Northeast,2020-09-19,Connecticut
DC,0,Northeast,2020-09-19,NA
DE,1,Northeast,2020-09-19,Delaware
MA,26,Northeast,2020-09-19,Massachusetts
MD,8,Northeast,2020-09-19,Maryland
ME,1,Northeast,2020-09-19,Maine
NH,0,Northeast,2020-09-19,New Hampshire
NJ,3,Northeast,2020-09-19,New Jersey
NY,2,Northeast,2020-09-19,New York
PA,22,Northeast,2020-09-19,Pennsylvania
RI,0,Northeast,2020-09-19,Rhode Island
VT,0,Northeast,2020-09-19,Vermont
GU,3,Territories,2020-09-19,NA
MP,0,Territories,2020-09-19,NA
PR,5,Territories,2020-09-19,NA
VI,0,Territories,2020-09-19,NA
AK,0,West,2020-09-20,Alaska
AZ,9,West,2020-09-20,Arizona
CA,75,West,2020-09-20,California
CO,1,West,2020-09-20,Colorado
HI,0,West,2020-09-20,Hawaii
ID,2,West,2020-09-20,Idaho
MT,1,West,2020-09-20,Montana
NM,2,West,2020-09-20,New Mexico
NV,3,West,2020-09-20,Nevada
OR,1,West,2020-09-20,Oregon
UT,0,West,2020-09-20,Utah
WA,0,West,2020-09-20,Washington
WY,0,West,2020-09-20,Wyoming
IA,1,Midwest,2020-09-20,Iowa
IL,14,Midwest,2020-09-20,Illinois
IN,3,Midwest,2020-09-20,Indiana
KS,0,Midwest,2020-09-20,Kansas
MI,0,Midwest,2020-09-20,Michigan
MN,2,Midwest,2020-09-20,Minnesota
MO,2,Midwest,2020-09-20,Missouri
ND,0,Midwest,2020-09-20,North Dakota
NE,0,Midwest,2020-09-20,Nebraska
OH,3,Midwest,2020-09-20,Ohio
OK,3,Midwest,2020-09-20,Oklahoma
SD,2,Midwest,2020-09-20,South Dakota
WI,1,Midwest,2020-09-20,Wisconsin
AL,0,South,2020-09-20,Alabama
AR,0,South,2020-09-20,Arkansas
FL,9,South,2020-09-20,Florida
GA,3,South,2020-09-20,Georgia
KY,3,South,2020-09-20,Kentucky
LA,26,South,2020-09-20,Louisiana
MS,1,South,2020-09-20,Mississippi
NC,8,South,2020-09-20,North Carolina
SC,11,South,2020-09-20,South Carolina
TN,2,South,2020-09-20,Tennessee
TX,45,South,2020-09-20,Texas
VA,24,South,2020-09-20,Virginia
WV,2,South,2020-09-20,West Virginia
CT,0,Northeast,2020-09-20,Connecticut
DC,1,Northeast,2020-09-20,NA
DE,0,Northeast,2020-09-20,Delaware
MA,15,Northeast,2020-09-20,Massachusetts
MD,3,Northeast,2020-09-20,Maryland
ME,0,Northeast,2020-09-20,Maine
NH,0,Northeast,2020-09-20,New Hampshire
NJ,3,Northeast,2020-09-20,New Jersey
NY,2,Northeast,2020-09-20,New York
PA,25,Northeast,2020-09-20,Pennsylvania
RI,0,Northeast,2020-09-20,Rhode Island
VT,0,Northeast,2020-09-20,Vermont
GU,0,Territories,2020-09-20,NA
MP,0,Territories,2020-09-20,NA
PR,3,Territories,2020-09-20,NA
VI,0,Territories,2020-09-20,NA
AK,0,West,2020-09-21,Alaska
AZ,2,West,2020-09-21,Arizona
CA,31,West,2020-09-21,California
CO,4,West,2020-09-21,Colorado
HI,0,West,2020-09-21,Hawaii
ID,4,West,2020-09-21,Idaho
MT,3,West,2020-09-21,Montana
NM,2,West,2020-09-21,New Mexico
NV,0,West,2020-09-21,Nevada
OR,3,West,2020-09-21,Oregon
UT,1,West,2020-09-21,Utah
WA,18,West,2020-09-21,Washington
WY,0,West,2020-09-21,Wyoming
IA,6,Midwest,2020-09-21,Iowa
IL,7,Midwest,2020-09-21,Illinois
IN,6,Midwest,2020-09-21,Indiana
KS,4,Midwest,2020-09-21,Kansas
MI,12,Midwest,2020-09-21,Michigan
MN,4,Midwest,2020-09-21,Minnesota
MO,12,Midwest,2020-09-21,Missouri
ND,1,Midwest,2020-09-21,North Dakota
NE,10,Midwest,2020-09-21,Nebraska
OH,8,Midwest,2020-09-21,Ohio
OK,2,Midwest,2020-09-21,Oklahoma
SD,0,Midwest,2020-09-21,South Dakota
WI,2,Midwest,2020-09-21,Wisconsin
AL,2,South,2020-09-21,Alabama
AR,15,South,2020-09-21,Arkansas
FL,21,South,2020-09-21,Florida
GA,2,South,2020-09-21,Georgia
KY,1,South,2020-09-21,Kentucky
LA,9,South,2020-09-21,Louisiana
MS,0,South,2020-09-21,Mississippi
NC,4,South,2020-09-21,North Carolina
SC,12,South,2020-09-21,South Carolina
TN,15,South,2020-09-21,Tennessee
TX,24,South,2020-09-21,Texas
VA,5,South,2020-09-21,Virginia
WV,2,South,2020-09-21,West Virginia
CT,3,Northeast,2020-09-21,Connecticut
DC,1,Northeast,2020-09-21,NA
DE,2,Northeast,2020-09-21,Delaware
MA,7,Northeast,2020-09-21,Massachusetts
MD,4,Northeast,2020-09-21,Maryland
ME,1,Northeast,2020-09-21,Maine
NH,0,Northeast,2020-09-21,New Hampshire
NJ,2,Northeast,2020-09-21,New Jersey
NY,1,Northeast,2020-09-21,New York
PA,23,Northeast,2020-09-21,Pennsylvania
RI,9,Northeast,2020-09-21,Rhode Island
VT,0,Northeast,2020-09-21,Vermont
GU,1,Territories,2020-09-21,NA
MP,0,Territories,2020-09-21,NA
PR,1,Territories,2020-09-21,NA
VI,0,Territories,2020-09-21,NA
AK,0,West,2020-09-22,Alaska
AZ,20,West,2020-09-22,Arizona
CA,53,West,2020-09-22,California
CO,7,West,2020-09-22,Colorado
HI,0,West,2020-09-22,Hawaii
ID,4,West,2020-09-22,Idaho
MT,3,West,2020-09-22,Montana
NM,3,West,2020-09-22,New Mexico
NV,15,West,2020-09-22,Nevada
OR,3,West,2020-09-22,Oregon
UT,2,West,2020-09-22,Utah
WA,15,West,2020-09-22,Washington
WY,0,West,2020-09-22,Wyoming
IA,14,Midwest,2020-09-22,Iowa
IL,29,Midwest,2020-09-22,Illinois
IN,8,Midwest,2020-09-22,Indiana
KS,0,Midwest,2020-09-22,Kansas
MI,15,Midwest,2020-09-22,Michigan
MN,10,Midwest,2020-09-22,Minnesota
MO,57,Midwest,2020-09-22,Missouri
ND,3,Midwest,2020-09-22,North Dakota
NE,9,Midwest,2020-09-22,Nebraska
OH,12,Midwest,2020-09-22,Ohio
OK,14,Midwest,2020-09-22,Oklahoma
SD,0,Midwest,2020-09-22,South Dakota
WI,7,Midwest,2020-09-22,Wisconsin
AL,12,South,2020-09-22,Alabama
AR,12,South,2020-09-22,Arkansas
FL,99,South,2020-09-22,Florida
GA,73,South,2020-09-22,Georgia
KY,7,South,2020-09-22,Kentucky
LA,11,South,2020-09-22,Louisiana
MS,36,South,2020-09-22,Mississippi
NC,39,South,2020-09-22,North Carolina
SC,27,South,2020-09-22,South Carolina
TN,28,South,2020-09-22,Tennessee
TX,77,South,2020-09-22,Texas
VA,37,South,2020-09-22,Virginia
WV,5,South,2020-09-22,West Virginia
CT,1,Northeast,2020-09-22,Connecticut
DC,0,Northeast,2020-09-22,NA
DE,1,Northeast,2020-09-22,Delaware
MA,11,Northeast,2020-09-22,Massachusetts
MD,9,Northeast,2020-09-22,Maryland
ME,0,Northeast,2020-09-22,Maine
NH,0,Northeast,2020-09-22,New Hampshire
NJ,7,Northeast,2020-09-22,New Jersey
NY,4,Northeast,2020-09-22,New York
PA,19,Northeast,2020-09-22,Pennsylvania
RI,2,Northeast,2020-09-22,Rhode Island
VT,0,Northeast,2020-09-22,Vermont
GU,2,Territories,2020-09-22,NA
