State,num_deaths,area,Date,full_name
ME,0,Northeast,2020-07-14,Maine
NH,1,Northeast,2020-07-14,New Hampshire
NJ,22,Northeast,2020-07-14,New Jersey
NY,5,Northeast,2020-07-14,New York
PA,20,Northeast,2020-07-14,Pennsylvania
RI,1,Northeast,2020-07-14,Rhode Island
VT,0,Northeast,2020-07-14,Vermont
GU,0,Territories,2020-07-14,NA
MP,0,Territories,2020-07-14,NA
PR,2,Territories,2020-07-14,NA
VI,0,Territories,2020-07-14,NA
AK,0,West,2020-07-15,Alaska
AZ,97,West,2020-07-15,Arizona
CA,140,West,2020-07-15,California
CO,6,West,2020-07-15,Colorado
HI,0,West,2020-07-15,Hawaii
ID,7,West,2020-07-15,Idaho
MT,0,West,2020-07-15,Montana
NM,6,West,2020-07-15,New Mexico
NV,6,West,2020-07-15,Nevada
OR,3,West,2020-07-15,Oregon
UT,7,West,2020-07-15,Utah
WA,17,West,2020-07-15,Washington
WY,0,West,2020-07-15,Wyoming
IA,5,Midwest,2020-07-15,Iowa
IL,8,Midwest,2020-07-15,Illinois
IN,10,Midwest,2020-07-15,Indiana
KS,11,Midwest,2020-07-15,Kansas
MI,4,Midwest,2020-07-15,Michigan
MN,8,Midwest,2020-07-15,Minnesota
MO,10,Midwest,2020-07-15,Missouri
ND,0,Midwest,2020-07-15,North Dakota
NE,5,Midwest,2020-07-15,Nebraska
OH,6,Midwest,2020-07-15,Ohio
OK,4,Midwest,2020-07-15,Oklahoma
SD,2,Midwest,2020-07-15,South Dakota
WI,1,Midwest,2020-07-15,Wisconsin
AL,47,South,2020-07-15,Alabama
AR,4,South,2020-07-15,Arkansas
FL,112,South,2020-07-15,Florida
GA,37,South,2020-07-15,Georgia
KY,10,South,2020-07-15,Kentucky
LA,14,South,2020-07-15,Louisiana
MS,17,South,2020-07-15,Mississippi
NC,16,South,2020-07-15,North Carolina
SC,0,South,2020-07-15,South Carolina
TN,16,South,2020-07-15,Tennessee
TX,110,South,2020-07-15,Texas
VA,12,South,2020-07-15,Virginia
WV,0,South,2020-07-15,West Virginia
CT,8,Northeast,2020-07-15,Connecticut
DC,3,Northeast,2020-07-15,NA
DE,3,Northeast,2020-07-15,Delaware
MA,27,Northeast,2020-07-15,Massachusetts
MD,7,Northeast,2020-07-15,Maryland
ME,0,Northeast,2020-07-15,Maine
NH,2,Northeast,2020-07-15,New Hampshire
NJ,25,Northeast,2020-07-15,New Jersey
NY,9,Northeast,2020-07-15,New York
PA,27,Northeast,2020-07-15,Pennsylvania
RI,2,Northeast,2020-07-15,Rhode Island
VT,0,Northeast,2020-07-15,Vermont
GU,0,Territories,2020-07-15,NA
MP,0,Territories,2020-07-15,NA
PR,2,Territories,2020-07-15,NA
VI,0,Territories,2020-07-15,NA
AK,0,West,2020-07-16,Alaska
AZ,58,West,2020-07-16,Arizona
CA,118,West,2020-07-16,California
CO,1,West,2020-07-16,Colorado
HI,0,West,2020-07-16,Hawaii
ID,4,West,2020-07-16,Idaho
MT,1,West,2020-07-16,Montana
NM,5,West,2020-07-16,New Mexico
NV,8,West,2020-07-16,Nevada
OR,2,West,2020-07-16,Oregon
UT,1,West,2020-07-16,Utah
WA,6,West,2020-07-16,Washington
WY,2,West,2020-07-16,Wyoming
IA,17,Midwest,2020-07-16,Iowa
IL,25,Midwest,2020-07-16,Illinois
IN,10,Midwest,2020-07-16,Indiana
KS,0,Midwest,2020-07-16,Kansas
MI,16,Midwest,2020-07-16,Michigan
MN,8,Midwest,2020-07-16,Minnesota
MO,10,Midwest,2020-07-16,Missouri
ND,1,Midwest,2020-07-16,North Dakota
NE,8,Midwest,2020-07-16,Nebraska
OH,28,Midwest,2020-07-16,Ohio
OK,6,Midwest,2020-07-16,Oklahoma
SD,4,Midwest,2020-07-16,South Dakota
WI,4,Midwest,2020-07-16,Wisconsin
AL,17,South,2020-07-16,Alabama
AR,6,South,2020-07-16,Arkansas
FL,156,South,2020-07-16,Florida
GA,13,South,2020-07-16,Georgia
KY,5,South,2020-07-16,Kentucky
LA,24,South,2020-07-16,Louisiana
MS,18,South,2020-07-16,Mississippi
NC,20,South,2020-07-16,North Carolina
SC,69,South,2020-07-16,South Carolina
TN,13,South,2020-07-16,Tennessee
TX,129,South,2020-07-16,Texas
VA,21,South,2020-07-16,Virginia
WV,2,South,2020-07-16,West Virginia
CT,9,Northeast,2020-07-16,Connecticut
DC,3,Northeast,2020-07-16,NA
DE,0,Northeast,2020-07-16,Delaware
MA,11,Northeast,2020-07-16,Massachusetts
MD,6,Northeast,2020-07-16,Maryland
ME,0,Northeast,2020-07-16,Maine
NH,1,Northeast,2020-07-16,New Hampshire
NJ,31,Northeast,2020-07-16,New Jersey
NY,11,Northeast,2020-07-16,New York
PA,15,Northeast,2020-07-16,Pennsylvania
RI,1,Northeast,2020-07-16,Rhode Island
VT,0,Northeast,2020-07-16,Vermont
GU,0,Territories,2020-07-16,NA
MP,0,Territories,2020-07-16,NA
PR,0,Territories,2020-07-16,NA
VI,0,Territories,2020-07-16,NA
AK,0,West,2020-07-17,Alaska
AZ,91,West,2020-07-17,Arizona
CA,130,West,2020-07-17,California
CO,6,West,2020-07-17,Colorado
HI,1,West,2020-07-17,Hawaii
ID,4,West,2020-07-17,Idaho
MT,2,West,2020-07-17,Montana
NM,3,West,2020-07-17,New Mexico
NV,11,West,2020-07-17,Nevada
OR,5,West,2020-07-17,Oregon
UT,1,West,2020-07-17,Utah
WA,7,West,2020-07-17,Washington
WY,0,West,2020-07-17,Wyoming
IA,5,Midwest,2020-07-17,Iowa
IL,21,Midwest,2020-07-17,Illinois
IN,8,Midwest,2020-07-17,Indiana
KS,0,Midwest,2020-07-17,Kansas
MI,7,Midwest,2020-07-17,Michigan
MN,7,Midwest,2020-07-17,Minnesota
MO,8,Midwest,2020-07-17,Missouri
ND,1,Midwest,2020-07-17,North Dakota
NE,2,Midwest,2020-07-17,Nebraska
OH,9,Midwest,2020-07-17,Ohio
OK,7,Midwest,2020-07-17,Oklahoma
SD,1,Midwest,2020-07-17,South Dakota
WI,2,Midwest,2020-07-17,Wisconsin
AL,32,South,2020-07-17,Alabama
AR,12,South,2020-07-17,Arkansas
FL,128,South,2020-07-17,Florida
GA,28,South,2020-07-17,Georgia
KY,7,South,2020-07-17,Kentucky
LA,24,South,2020-07-17,Louisiana
MS,24,South,2020-07-17,Mississippi
NC,18,South,2020-07-17,North Carolina
SC,25,South,2020-07-17,South Carolina
TN,19,South,2020-07-17,Tennessee
TX,174,South,2020-07-17,Texas
VA,6,South,2020-07-17,Virginia
WV,1,South,2020-07-17,West Virginia
CT,7,Northeast,2020-07-17,Connecticut
DC,3,Northeast,2020-07-17,NA
DE,0,Northeast,2020-07-17,Delaware
MA,21,Northeast,2020-07-17,Massachusetts
MD,12,Northeast,2020-07-17,Maryland
ME,1,Northeast,2020-07-17,Maine
NH,0,Northeast,2020-07-17,New Hampshire
NJ,19,Northeast,2020-07-17,New Jersey
NY,10,Northeast,2020-07-17,New York
PA,19,Northeast,2020-07-17,Pennsylvania
RI,2,Northeast,2020-07-17,Rhode Island
VT,0,Northeast,2020-07-17,Vermont
GU,0,Territories,2020-07-17,NA
MP,0,Territories,2020-07-17,NA
PR,5,Territories,2020-07-17,NA
VI,0,Territories,2020-07-17,NA
AK,1,West,2020-07-18,Alaska
AZ,147,West,2020-07-18,Arizona
CA,120,West,2020-07-18,California
CO,1,West,2020-07-18,Colorado
HI,1,West,2020-07-18,Hawaii
ID,1,West,2020-07-18,Idaho
MT,0,West,2020-07-18,Montana
NM,4,West,2020-07-18,New Mexico
NV,9,West,2020-07-18,Nevada
OR,3,West,2020-07-18,Oregon
UT,8,West,2020-07-18,Utah
WA,10,West,2020-07-18,Washington
WY,0,West,2020-07-18,Wyoming
IA,3,Midwest,2020-07-18,Iowa
IL,18,Midwest,2020-07-18,Illinois
IN,17,Midwest,2020-07-18,Indiana
KS,0,Midwest,2020-07-18,Kansas
MI,9,Midwest,2020-07-18,Michigan
MN,5,Midwest,2020-07-18,Minnesota
MO,9,Midwest,2020-07-18,Missouri
ND,0,Midwest,2020-07-18,North Dakota
NE,0,Midwest,2020-07-18,Nebraska
OH,20,Midwest,2020-07-18,Ohio
OK,6,Midwest,2020-07-18,Oklahoma
SD,0,Midwest,2020-07-18,South Dakota
WI,10,Midwest,2020-07-18,Wisconsin
AL,21,South,2020-07-18,Alabama
AR,4,South,2020-07-18,Arkansas
FL,90,South,2020-07-18,Florida
GA,36,South,2020-07-18,Georgia
KY,9,South,2020-07-18,Kentucky
LA,0,South,2020-07-18,Louisiana
MS,14,South,2020-07-18,Mississippi
NC,23,South,2020-07-18,North Carolina
SC,39,South,2020-07-18,South Carolina
TN,23,South,2020-07-18,Tennessee
TX,130,South,2020-07-18,Texas
VA,12,South,2020-07-18,Virginia
WV,0,South,2020-07-18,West Virginia
CT,0,Northeast,2020-07-18,Connecticut
DC,1,Northeast,2020-07-18,NA
DE,2,Northeast,2020-07-18,Delaware
MA,17,Northeast,2020-07-18,Massachusetts
MD,11,Northeast,2020-07-18,Maryland
ME,2,Northeast,2020-07-18,Maine
NH,1,Northeast,2020-07-18,New Hampshire
NJ,15,Northeast,2020-07-18,New Jersey
NY,11,Northeast,2020-07-18,New York
PA,15,Northeast,2020-07-18,Pennsylvania
RI,0,Northeast,2020-07-18,Rhode Island
VT,0,Northeast,2020-07-18,Vermont
GU,0,Territories,2020-07-18,NA
MP,0,Territories,2020-07-18,NA
PR,1,Territories,2020-07-18,NA
VI,0,Territories,2020-07-18,NA
AK,0,West,2020-07-19,Alaska
AZ,31,West,2020-07-19,Arizona
CA,90,West,2020-07-19,California
CO,0,West,2020-07-19,Colorado
HI,0,West,2020-07-19,Hawaii
ID,0,West,2020-07-19,Idaho
MT,0,West,2020-07-19,Montana
NM,2,West,2020-07-19,New Mexico
NV,1,West,2020-07-19,Nevada
OR,3,West,2020-07-19,Oregon
UT,0,West,2020-07-19,Utah
WA,3,West,2020-07-19,Washington
WY,0,West,2020-07-19,Wyoming
IA,7,Midwest,2020-07-19,Iowa
IL,5,Midwest,2020-07-19,Illinois
IN,2,Midwest,2020-07-19,Indiana
KS,0,Midwest,2020-07-19,Kansas
MI,2,Midwest,2020-07-19,Michigan
MN,3,Midwest,2020-07-19,Minnesota
MO,-1,Midwest,2020-07-19,Missouri
ND,2,Midwest,2020-07-19,North Dakota
NE,0,Midwest,2020-07-19,Nebraska
OH,42,Midwest,2020-07-19,Ohio
OK,0,Midwest,2020-07-19,Oklahoma
SD,2,Midwest,2020-07-19,South Dakota
WI,1,Midwest,2020-07-19,Wisconsin
AL,1,South,2020-07-19,Alabama
AR,0,South,2020-07-19,Arkansas
FL,87,South,2020-07-19,Florida
GA,5,South,2020-07-19,Georgia
KY,4,South,2020-07-19,Kentucky
LA,34,South,2020-07-19,Louisiana
MS,9,South,2020-07-19,Mississippi
NC,5,South,2020-07-19,North Carolina
SC,21,South,2020-07-19,South Carolina
TN,5,South,2020-07-19,Tennessee
TX,93,South,2020-07-19,Texas
VA,2,South,2020-07-19,Virginia
WV,0,South,2020-07-19,West Virginia
CT,0,Northeast,2020-07-19,Connecticut
DC,0,Northeast,2020-07-19,NA
DE,0,Northeast,2020-07-19,Delaware
MA,12,Northeast,2020-07-19,Massachusetts
MD,9,Northeast,2020-07-19,Maryland
ME,0,Northeast,2020-07-19,Maine
NH,2,Northeast,2020-07-19,New Hampshire
NJ,7,Northeast,2020-07-19,New Jersey
NY,13,Northeast,2020-07-19,New York
PA,8,Northeast,2020-07-19,Pennsylvania
RI,0,Northeast,2020-07-19,Rhode Island
VT,0,Northeast,2020-07-19,Vermont
GU,0,Territories,2020-07-19,NA
MP,0,Territories,2020-07-19,NA
PR,0,Territories,2020-07-19,NA
VI,0,Territories,2020-07-19,NA
AK,0,West,2020-07-20,Alaska
AZ,23,West,2020-07-20,Arizona
CA,9,West,2020-07-20,California
CO,6,West,2020-07-20,Colorado
HI,0,West,2020-07-20,Hawaii
ID,3,West,2020-07-20,Idaho
MT,2,West,2020-07-20,Montana
NM,7,West,2020-07-20,New Mexico
NV,1,West,2020-07-20,Nevada
OR,2,West,2020-07-20,Oregon
UT,4,West,2020-07-20,Utah
WA,6,West,2020-07-20,Washington
WY,0,West,2020-07-20,Wyoming
IA,1,Midwest,2020-07-20,Iowa
IL,6,Midwest,2020-07-20,Illinois
IN,3,Midwest,2020-07-20,Indiana
KS,8,Midwest,2020-07-20,Kansas
MI,7,Midwest,2020-07-20,Michigan
MN,4,Midwest,2020-07-20,Minnesota
MO,3,Midwest,2020-07-20,Missouri
ND,1,Midwest,2020-07-20,North Dakota
NE,12,Midwest,2020-07-20,Nebraska
OH,15,Midwest,2020-07-20,Ohio
OK,1,Midwest,2020-07-20,Oklahoma
SD,0,Midwest,2020-07-20,South Dakota
WI,2,Midwest,2020-07-20,Wisconsin
AL,3,South,2020-07-20,Alabama
AR,6,South,2020-07-20,Arkansas
FL,90,South,2020-07-20,Florida
GA,3,South,2020-07-20,Georgia
KY,1,South,2020-07-20,Kentucky
LA,29,South,2020-07-20,Louisiana
MS,3,South,2020-07-20,Mississippi
NC,8,South,2020-07-20,North Carolina
SC,9,South,2020-07-20,South Carolina
TN,4,South,2020-07-20,Tennessee
TX,62,South,2020-07-20,Texas
VA,4,South,2020-07-20,Virginia
WV,0,South,2020-07-20,West Virginia
CT,10,Northeast,2020-07-20,Connecticut
DC,1,Northeast,2020-07-20,NA
DE,0,Northeast,2020-07-20,Delaware
MA,1,Northeast,2020-07-20,Massachusetts
MD,5,Northeast,2020-07-20,Maryland
ME,0,Northeast,2020-07-20,Maine
NH,0,Northeast,2020-07-20,New Hampshire
NJ,9,Northeast,2020-07-20,New Jersey
NY,8,Northeast,2020-07-20,New York
PA,3,Northeast,2020-07-20,Pennsylvania
RI,5,Northeast,2020-07-20,Rhode Island
VT,0,Northeast,2020-07-20,Vermont
GU,0,Territories,2020-07-20,NA
MP,0,Territories,2020-07-20,NA
PR,0,Territories,2020-07-20,NA
VI,0,Territories,2020-07-20,NA
AK,0,West,2020-07-21,Alaska
AZ,134,West,2020-07-21,Arizona
CA,61,West,2020-07-21,California
CO,5,West,2020-07-21,Colorado
HI,0,West,2020-07-21,Hawaii
ID,4,West,2020-07-21,Idaho
MT,1,West,2020-07-21,Montana
NM,10,West,2020-07-21,New Mexico
NV,28,West,2020-07-21,Nevada
OR,7,West,2020-07-21,Oregon
UT,4,West,2020-07-21,Utah
WA,12,West,2020-07-21,Washington
WY,1,West,2020-07-21,Wyoming
IA,8,Midwest,2020-07-21,Iowa
IL,23,Midwest,2020-07-21,Illinois
IN,20,Midwest,2020-07-21,Indiana
KS,0,Midwest,2020-07-21,Kansas
MI,9,Midwest,2020-07-21,Michigan
MN,3,Midwest,2020-07-21,Minnesota
MO,11,Midwest,2020-07-21,Missouri
ND,1,Midwest,2020-07-21,North Dakota
NE,-3,Midwest,2020-07-21,Nebraska
OH,30,Midwest,2020-07-21,Ohio
OK,9,Midwest,2020-07-21,Oklahoma
SD,0,Midwest,2020-07-21,South Dakota
WI,13,Midwest,2020-07-21,Wisconsin
AL,11,South,2020-07-21,Alabama
AR,11,South,2020-07-21,Arkansas
FL,134,South,2020-07-21,Florida
GA,78,South,2020-07-21,Georgia
KY,3,South,2020-07-21,Kentucky
LA,36,South,2020-07-21,Louisiana
MS,31,South,2020-07-21,Mississippi
NC,26,South,2020-07-21,North Carolina
SC,56,South,2020-07-21,South Carolina
TN,24,South,2020-07-21,Tennessee
TX,131,South,2020-07-21,Texas
VA,18,South,2020-07-21,Virginia
WV,1,South,2020-07-21,West Virginia
CT,0,Northeast,2020-07-21,Connecticut
DC,1,Northeast,2020-07-21,NA
DE,2,Northeast,2020-07-21,Delaware
MA,17,Northeast,2020-07-21,Massachusetts
MD,20,Northeast,2020-07-21,Maryland
ME,1,Northeast,2020-07-21,Maine
NH,2,Northeast,2020-07-21,New Hampshire
NJ,22,Northeast,2020-07-21,New Jersey
NY,2,Northeast,2020-07-21,New York
PA,20,Northeast,2020-07-21,Pennsylvania
RI,1,Northeast,2020-07-21,Rhode Island
VT,0,Northeast,2020-07-21,Vermont
GU,0,Territories,2020-07-21,NA
MP,0,Territories,2020-07-21,NA
PR,0,Territories,2020-07-21,NA
VI,0,Territories,2020-07-21,NA
AK,1,West,2020-07-22,Alaska
AZ,56,West,2020-07-22,Arizona
CA,115,West,2020-07-22,California
CO,8,West,2020-07-22,Colorado
HI,1,West,2020-07-22,Hawaii
ID,9,West,2020-07-22,Idaho
MT,2,West,2020-07-22,Montana
NM,3,West,2020-07-22,New Mexico
NV,28,West,2020-07-22,Nevada
OR,2,West,2020-07-22,Oregon
UT,9,West,2020-07-22,Utah
WA,3,West,2020-07-22,Washington
WY,0,West,2020-07-22,Wyoming
IA,7,Midwest,2020-07-22,Iowa
IL,23,Midwest,2020-07-22,Illinois
IN,14,Midwest,2020-07-22,Indiana
KS,1,Midwest,2020-07-22,Kansas
MI,6,Midwest,2020-07-22,Michigan
MN,4,Midwest,2020-07-22,Minnesota
MO,16,Midwest,2020-07-22,Missouri
ND,2,Midwest,2020-07-22,North Dakota
NE,1,Midwest,2020-07-22,Nebraska
OH,16,Midwest,2020-07-22,Ohio
OK,13,Midwest,2020-07-22,Oklahoma
SD,1,Midwest,2020-07-22,South Dakota
WI,6,Midwest,2020-07-22,Wisconsin
AL,57,South,2020-07-22,Alabama
AR,6,South,2020-07-22,Arkansas
FL,139,South,2020-07-22,Florida
GA,81,South,2020-07-22,Georgia
KY,3,South,2020-07-22,Kentucky
LA,60,South,2020-07-22,Louisiana
MS,34,South,2020-07-22,Mississippi
NC,30,South,2020-07-22,North Carolina
SC,39,South,2020-07-22,South Carolina
TN,17,South,2020-07-22,Tennessee
TX,197,South,2020-07-22,Texas
VA,3,South,2020-07-22,Virginia
WV,0,South,2020-07-22,West Virginia
CT,0,Northeast,2020-07-22,Connecticut
DC,0,Northeast,2020-07-22,NA
DE,2,Northeast,2020-07-22,Delaware
MA,18,Northeast,2020-07-22,Massachusetts
MD,4,Northeast,2020-07-22,Maryland
ME,0,Northeast,2020-07-22,Maine
NH,2,Northeast,2020-07-22,New Hampshire
NJ,24,Northeast,2020-07-22,New Jersey
NY,10,Northeast,2020-07-22,New York
PA,25,Northeast,2020-07-22,Pennsylvania
RI,1,Northeast,2020-07-22,Rhode Island
VT,0,Northeast,2020-07-22,Vermont
GU,0,Territories,2020-07-22,NA
MP,0,Territories,2020-07-22,NA
PR,3,Territories,2020-07-22,NA
VI,1,Territories,2020-07-22,NA
AK,0,West,2020-07-23,Alaska
AZ,89,West,2020-07-23,Arizona
CA,157,West,2020-07-23,California
CO,15,West,2020-07-23,Colorado
HI,1,West,2020-07-23,Hawaii
ID,3,West,2020-07-23,Idaho
MT,1,West,2020-07-23,Montana
NM,5,West,2020-07-23,New Mexico
NV,5,West,2020-07-23,Nevada
OR,2,West,2020-07-23,Oregon
UT,7,West,2020-07-23,Utah
WA,14,West,2020-07-23,Washington
WY,0,West,2020-07-23,Wyoming
IA,8,Midwest,2020-07-23,Iowa
IL,20,Midwest,2020-07-23,Illinois
IN,17,Midwest,2020-07-23,Indiana
KS,0,Midwest,2020-07-23,Kansas
MI,7,Midwest,2020-07-23,Michigan
MN,9,Midwest,2020-07-23,Minnesota
MO,20,Midwest,2020-07-23,Missouri
ND,1,Midwest,2020-07-23,North Dakota
NE,5,Midwest,2020-07-23,Nebraska
OH,21,Midwest,2020-07-23,Ohio
OK,3,Midwest,2020-07-23,Oklahoma
SD,2,Midwest,2020-07-23,South Dakota
WI,13,Midwest,2020-07-23,Wisconsin
AL,32,South,2020-07-23,Alabama
AR,6,South,2020-07-23,Arkansas
FL,173,South,2020-07-23,Florida
GA,25,South,2020-07-23,Georgia
KY,7,South,2020-07-23,Kentucky
LA,16,South,2020-07-23,Louisiana
MS,13,South,2020-07-23,Mississippi
NC,28,South,2020-07-23,North Carolina
SC,52,South,2020-07-23,South Carolina
TN,37,South,2020-07-23,Tennessee
TX,173,South,2020-07-23,Texas
VA,3,South,2020-07-23,Virginia
WV,2,South,2020-07-23,West Virginia
CT,4,Northeast,2020-07-23,Connecticut
DC,1,Northeast,2020-07-23,NA
DE,2,Northeast,2020-07-23,Delaware
MA,16,Northeast,2020-07-23,Massachusetts
MD,5,Northeast,2020-07-23,Maryland
ME,0,Northeast,2020-07-23,Maine
NH,3,Northeast,2020-07-23,New Hampshire
NJ,23,Northeast,2020-07-23,New Jersey
NY,13,Northeast,2020-07-23,New York
PA,16,Northeast,2020-07-23,Pennsylvania
RI,4,Northeast,2020-07-23,Rhode Island
VT,0,Northeast,2020-07-23,Vermont
GU,0,Territories,2020-07-23,NA
MP,0,Territories,2020-07-23,NA
PR,3,Territories,2020-07-23,NA
VI,0,Territories,2020-07-23,NA
AK,0,West,2020-07-24,Alaska
AZ,79,West,2020-07-24,Arizona
CA,159,West,2020-07-24,California
CO,4,West,2020-07-24,Colorado
HI,0,West,2020-07-24,Hawaii
ID,6,West,2020-07-24,Idaho
MT,3,West,2020-07-24,Montana
NM,5,West,2020-07-24,New Mexico
NV,13,West,2020-07-24,Nevada
OR,9,West,2020-07-24,Oregon
UT,6,West,2020-07-24,Utah
WA,13,West,2020-07-24,Washington
WY,0,West,2020-07-24,Wyoming
IA,4,Midwest,2020-07-24,Iowa
IL,18,Midwest,2020-07-24,Illinois
IN,4,Midwest,2020-07-24,Indiana
KS,18,Midwest,2020-07-24,Kansas
MI,3,Midwest,2020-07-24,Michigan
MN,5,Midwest,2020-07-24,Minnesota
MO,-1,Midwest,2020-07-24,Missouri
ND,2,Midwest,2020-07-24,North Dakota
NE,0,Midwest,2020-07-24,Nebraska
OH,41,Midwest,2020-07-24,Ohio
OK,7,Midwest,2020-07-24,Oklahoma
SD,1,Midwest,2020-07-24,South Dakota
WI,0,Midwest,2020-07-24,Wisconsin
AL,38,South,2020-07-24,Alabama
AR,8,South,2020-07-24,Arkansas
FL,135,South,2020-07-24,Florida
GA,82,South,2020-07-24,Georgia
KY,7,South,2020-07-24,Kentucky
LA,29,South,2020-07-24,Louisiana
MS,27,South,2020-07-24,Mississippi
NC,20,South,2020-07-24,North Carolina
SC,45,South,2020-07-24,South Carolina
TN,13,South,2020-07-24,Tennessee
TX,196,South,2020-07-24,Texas
VA,13,South,2020-07-24,Virginia
WV,0,South,2020-07-24,West Virginia
CT,3,Northeast,2020-07-24,Connecticut
DC,0,Northeast,2020-07-24,NA
DE,37,Northeast,2020-07-24,Delaware
MA,14,Northeast,2020-07-24,Massachusetts
MD,12,Northeast,2020-07-24,Maryland
ME,0,Northeast,2020-07-24,Maine
NH,2,Northeast,2020-07-24,New Hampshire
NJ,35,Northeast,2020-07-24,New Jersey
NY,9,Northeast,2020-07-24,New York
PA,22,Northeast,2020-07-24,Pennsylvania
RI,1,Northeast,2020-07-24,Rhode Island
VT,0,Northeast,2020-07-24,Vermont
GU,0,Territories,2020-07-24,NA
MP,0,Territories,2020-07-24,NA
PR,3,Territories,2020-07-24,NA
VI,0,Territories,2020-07-24,NA
AK,1,West,2020-07-25,Alaska
AZ,144,West,2020-07-25,Arizona
CA,151,West,2020-07-25,California
CO,4,West,2020-07-25,Colorado
HI,0,West,2020-07-25,Hawaii
ID,2,West,2020-07-25,Idaho
MT,0,West,2020-07-25,Montana
NM,6,West,2020-07-25,New Mexico
NV,10,West,2020-07-25,Nevada
OR,4,West,2020-07-25,Oregon
UT,1,West,2020-07-25,Utah
WA,-1,West,2020-07-25,Washington
WY,0,West,2020-07-25,Wyoming
IA,6,Midwest,2020-07-25,Iowa
IL,12,Midwest,2020-07-25,Illinois
IN,11,Midwest,2020-07-25,Indiana
KS,0,Midwest,2020-07-25,Kansas
MI,-2,Midwest,2020-07-25,Michigan
MN,5,Midwest,2020-07-25,Minnesota
MO,4,Midwest,2020-07-25,Missouri
ND,0,Midwest,2020-07-25,North Dakota
NE,0,Midwest,2020-07-25,Nebraska
OH,0,Midwest,2020-07-25,Ohio
OK,12,Midwest,2020-07-25,Oklahoma
SD,0,Midwest,2020-07-25,South Dakota
WI,13,Midwest,2020-07-25,Wisconsin
AL,18,South,2020-07-25,Alabama
AR,5,South,2020-07-25,Arkansas
FL,124,South,2020-07-25,Florida
GA,53,South,2020-07-25,Georgia
KY,5,South,2020-07-25,Kentucky
LA,0,South,2020-07-25,Louisiana
MS,17,South,2020-07-25,Mississippi
NC,32,South,2020-07-25,North Carolina
SC,73,South,2020-07-25,South Carolina
TN,26,South,2020-07-25,Tennessee
TX,168,South,2020-07-25,Texas
VA,8,South,2020-07-25,Virginia
WV,0,South,2020-07-25,West Virginia
CT,0,Northeast,2020-07-25,Connecticut
DC,0,Northeast,2020-07-25,NA
DE,1,Northeast,2020-07-25,Delaware
MA,12,Northeast,2020-07-25,Massachusetts
MD,11,Northeast,2020-07-25,Maryland
ME,1,Northeast,2020-07-25,Maine
NH,2,Northeast,2020-07-25,New Hampshire
NJ,11,Northeast,2020-07-25,New Jersey
NY,13,Northeast,2020-07-25,New York
PA,13,Northeast,2020-07-25,Pennsylvania
RI,0,Northeast,2020-07-25,Rhode Island
VT,0,Northeast,2020-07-25,Vermont
GU,0,Territories,2020-07-25,NA
MP,0,Territories,2020-07-25,NA
PR,9,Territories,2020-07-25,NA
VI,0,Territories,2020-07-25,NA
AK,0,West,2020-07-26,Alaska
AZ,19,West,2020-07-26,Arizona
CA,79,West,2020-07-26,California
CO,0,West,2020-07-26,Colorado
HI,0,West,2020-07-26,Hawaii
ID,0,West,2020-07-26,Idaho
MT,0,West,2020-07-26,Montana
NM,7,West,2020-07-26,New Mexico
NV,2,West,2020-07-26,Nevada
OR,3,West,2020-07-26,Oregon
UT,0,West,2020-07-26,Utah
WA,7,West,2020-07-26,Washington
WY,0,West,2020-07-26,Wyoming
IA,0,Midwest,2020-07-26,Iowa
IL,1,Midwest,2020-07-26,Illinois
IN,8,Midwest,2020-07-26,Indiana
KS,0,Midwest,2020-07-26,Kansas
MI,0,Midwest,2020-07-26,Michigan
MN,3,Midwest,2020-07-26,Minnesota
MO,15,Midwest,2020-07-26,Missouri
ND,0,Midwest,2020-07-26,North Dakota
NE,0,Midwest,2020-07-26,Nebraska
OH,10,Midwest,2020-07-26,Ohio
OK,0,Midwest,2020-07-26,Oklahoma
SD,1,Midwest,2020-07-26,South Dakota
WI,1,Midwest,2020-07-26,Wisconsin
AL,15,South,2020-07-26,Alabama
AR,2,South,2020-07-26,Arkansas
FL,77,South,2020-07-26,Florida
GA,3,South,2020-07-26,Georgia
KY,4,South,2020-07-26,Kentucky
LA,48,South,2020-07-26,Louisiana
MS,15,South,2020-07-26,Mississippi
NC,7,South,2020-07-26,North Carolina
SC,24,South,2020-07-26,South Carolina
TN,3,South,2020-07-26,Tennessee
TX,153,South,2020-07-26,Texas
VA,3,South,2020-07-26,Virginia
WV,0,South,2020-07-26,West Virginia
CT,0,Northeast,2020-07-26,Connecticut
DC,0,Northeast,2020-07-26,NA
DE,0,Northeast,2020-07-26,Delaware
MA,19,Northeast,2020-07-26,Massachusetts
MD,5,Northeast,2020-07-26,Maryland
ME,0,Northeast,2020-07-26,Maine
NH,0,Northeast,2020-07-26,New Hampshire
NJ,11,Northeast,2020-07-26,New Jersey
NY,3,Northeast,2020-07-26,New York
PA,4,Northeast,2020-07-26,Pennsylvania
RI,0,Northeast,2020-07-26,Rhode Island
VT,0,Northeast,2020-07-26,Vermont
GU,0,Territories,2020-07-26,NA
MP,0,Territories,2020-07-26,NA
PR,0,Territories,2020-07-26,NA
VI,0,Territories,2020-07-26,NA
AK,1,West,2020-07-27,Alaska
AZ,-1,West,2020-07-27,Arizona
CA,29,West,2020-07-27,California
