State,num_cases,area,Date
DC,128,Northeast,2020-11-12
DE,204,Northeast,2020-11-12
MA,0,Northeast,2020-11-12
MD,0,Northeast,2020-11-12
ME,217,Northeast,2020-11-12
NH,322,Northeast,2020-11-12
NJ,0,Northeast,2020-11-12
NY,0,Northeast,2020-11-12
PA,0,Northeast,2020-11-12
RI,988,Northeast,2020-11-12
VT,116,Northeast,2020-11-12
GU,95,Territories,2020-11-12
MP,0,Territories,2020-11-12
PR,0,Territories,2020-11-12
VI,13,Territories,2020-11-12
AK,587,West,2020-11-13
AZ,0,West,2020-11-13
CA,0,West,2020-11-13
CO,0,West,2020-11-13
HI,110,West,2020-11-13
ID,0,West,2020-11-13
MT,0,West,2020-11-13
NM,0,West,2020-11-13
NV,0,West,2020-11-13
OR,0,West,2020-11-13
UT,0,West,2020-11-13
WA,0,West,2020-11-13
WY,801,West,2020-11-13
IA,0,Midwest,2020-11-13
IL,0,Midwest,2020-11-13
IN,0,Midwest,2020-11-13
KS,0,Midwest,2020-11-13
MI,0,Midwest,2020-11-13
MN,0,Midwest,2020-11-13
MO,0,Midwest,2020-11-13
ND,0,Midwest,2020-11-13
NE,0,Midwest,2020-11-13
OH,0,Midwest,2020-11-13
OK,0,Midwest,2020-11-13
SD,0,Midwest,2020-11-13
WI,0,Midwest,2020-11-13
AL,0,South,2020-11-13
AR,0,South,2020-11-13
FL,0,South,2020-11-13
GA,0,South,2020-11-13
KY,0,South,2020-11-13
LA,0,South,2020-11-13
MS,0,South,2020-11-13
NC,0,South,2020-11-13
SC,0,South,2020-11-13
TN,0,South,2020-11-13
TX,0,South,2020-11-13
VA,853,South,2020-11-13
WV,589,South,2020-11-13
CT,0,Northeast,2020-11-13
DC,159,Northeast,2020-11-13
DE,470,Northeast,2020-11-13
MA,0,Northeast,2020-11-13
MD,0,Northeast,2020-11-13
ME,231,Northeast,2020-11-13
NH,459,Northeast,2020-11-13
NJ,0,Northeast,2020-11-13
NY,0,Northeast,2020-11-13
PA,0,Northeast,2020-11-13
RI,765,Northeast,2020-11-13
VT,92,Northeast,2020-11-13
GU,74,Territories,2020-11-13
MP,0,Territories,2020-11-13
PR,606,Territories,2020-11-13
VI,8,Territories,2020-11-13
AK,739,West,2020-11-14
AZ,0,West,2020-11-14
CA,0,West,2020-11-14
CO,0,West,2020-11-14
HI,107,West,2020-11-14
ID,0,West,2020-11-14
MT,0,West,2020-11-14
NM,0,West,2020-11-14
NV,0,West,2020-11-14
OR,0,West,2020-11-14
UT,0,West,2020-11-14
WA,0,West,2020-11-14
WY,483,West,2020-11-14
IA,0,Midwest,2020-11-14
IL,0,Midwest,2020-11-14
IN,0,Midwest,2020-11-14
KS,0,Midwest,2020-11-14
MI,0,Midwest,2020-11-14
MN,0,Midwest,2020-11-14
MO,0,Midwest,2020-11-14
ND,0,Midwest,2020-11-14
NE,0,Midwest,2020-11-14
OH,0,Midwest,2020-11-14
OK,0,Midwest,2020-11-14
SD,0,Midwest,2020-11-14
WI,0,Midwest,2020-11-14
AL,0,South,2020-11-14
AR,0,South,2020-11-14
FL,0,South,2020-11-14
GA,0,South,2020-11-14
KY,0,South,2020-11-14
LA,0,South,2020-11-14
MS,0,South,2020-11-14
NC,0,South,2020-11-14
SC,0,South,2020-11-14
TN,0,South,2020-11-14
TX,0,South,2020-11-14
VA,0,South,2020-11-14
WV,928,South,2020-11-14
CT,0,Northeast,2020-11-14
DC,148,Northeast,2020-11-14
DE,379,Northeast,2020-11-14
MA,0,Northeast,2020-11-14
MD,0,Northeast,2020-11-14
ME,134,Northeast,2020-11-14
NH,382,Northeast,2020-11-14
NJ,0,Northeast,2020-11-14
NY,0,Northeast,2020-11-14
PA,0,Northeast,2020-11-14
RI,0,Northeast,2020-11-14
VT,100,Northeast,2020-11-14
GU,41,Territories,2020-11-14
MP,0,Territories,2020-11-14
PR,600,Territories,2020-11-14
VI,0,Territories,2020-11-14
AK,648,West,2020-11-15
AZ,0,West,2020-11-15
CA,0,West,2020-11-15
CO,0,West,2020-11-15
HI,0,West,2020-11-15
ID,928,West,2020-11-15
MT,0,West,2020-11-15
NM,0,West,2020-11-15
NV,0,West,2020-11-15
OR,862,West,2020-11-15
UT,0,West,2020-11-15
WA,0,West,2020-11-15
WY,572,West,2020-11-15
IA,0,Midwest,2020-11-15
IL,0,Midwest,2020-11-15
IN,0,Midwest,2020-11-15
KS,0,Midwest,2020-11-15
MI,0,Midwest,2020-11-15
MN,0,Midwest,2020-11-15
MO,0,Midwest,2020-11-15
ND,924,Midwest,2020-11-15
NE,0,Midwest,2020-11-15
OH,0,Midwest,2020-11-15
OK,0,Midwest,2020-11-15
SD,0,Midwest,2020-11-15
WI,0,Midwest,2020-11-15
AL,0,South,2020-11-15
AR,874,South,2020-11-15
FL,0,South,2020-11-15
GA,0,South,2020-11-15
KY,0,South,2020-11-15
LA,0,South,2020-11-15
MS,969,South,2020-11-15
NC,0,South,2020-11-15
SC,0,South,2020-11-15
TN,0,South,2020-11-15
TX,0,South,2020-11-15
VA,970,South,2020-11-15
WV,696,South,2020-11-15
CT,0,Northeast,2020-11-15
DC,163,Northeast,2020-11-15
DE,408,Northeast,2020-11-15
MA,0,Northeast,2020-11-15
MD,0,Northeast,2020-11-15
ME,124,Northeast,2020-11-15
NH,360,Northeast,2020-11-15
NJ,0,Northeast,2020-11-15
NY,0,Northeast,2020-11-15
PA,0,Northeast,2020-11-15
RI,0,Northeast,2020-11-15
VT,46,Northeast,2020-11-15
GU,156,Territories,2020-11-15
MP,0,Territories,2020-11-15
PR,624,Territories,2020-11-15
VI,0,Territories,2020-11-15
AK,578,West,2020-11-16
AZ,0,West,2020-11-16
CA,0,West,2020-11-16
CO,0,West,2020-11-16
HI,94,West,2020-11-16
ID,0,West,2020-11-16
MT,869,West,2020-11-16
NM,0,West,2020-11-16
NV,0,West,2020-11-16
OR,766,West,2020-11-16
UT,0,West,2020-11-16
WA,0,West,2020-11-16
WY,587,West,2020-11-16
IA,0,Midwest,2020-11-16
IL,0,Midwest,2020-11-16
IN,0,Midwest,2020-11-16
KS,0,Midwest,2020-11-16
MI,0,Midwest,2020-11-16
MN,0,Midwest,2020-11-16
MO,0,Midwest,2020-11-16
ND,0,Midwest,2020-11-16
NE,0,Midwest,2020-11-16
OH,0,Midwest,2020-11-16
OK,0,Midwest,2020-11-16
SD,821,Midwest,2020-11-16
WI,0,Midwest,2020-11-16
AL,0,South,2020-11-16
AR,0,South,2020-11-16
FL,0,South,2020-11-16
GA,981,South,2020-11-16
KY,0,South,2020-11-16
LA,543,South,2020-11-16
MS,589,South,2020-11-16
NC,0,South,2020-11-16
SC,0,South,2020-11-16
TN,0,South,2020-11-16
TX,0,South,2020-11-16
VA,0,South,2020-11-16
WV,684,South,2020-11-16
CT,0,Northeast,2020-11-16
DC,87,Northeast,2020-11-16
DE,397,Northeast,2020-11-16
MA,0,Northeast,2020-11-16
MD,0,Northeast,2020-11-16
ME,174,Northeast,2020-11-16
NH,358,Northeast,2020-11-16
NJ,0,Northeast,2020-11-16
NY,0,Northeast,2020-11-16
PA,0,Northeast,2020-11-16
RI,0,Northeast,2020-11-16
VT,119,Northeast,2020-11-16
GU,54,Territories,2020-11-16
MP,2,Territories,2020-11-16
PR,481,Territories,2020-11-16
VI,16,Territories,2020-11-16
AK,634,West,2020-11-17
AZ,0,West,2020-11-17
CA,0,West,2020-11-17
CO,0,West,2020-11-17
HI,52,West,2020-11-17
ID,0,West,2020-11-17
MT,0,West,2020-11-17
NM,0,West,2020-11-17
NV,0,West,2020-11-17
OR,924,West,2020-11-17
UT,0,West,2020-11-17
WA,0,West,2020-11-17
WY,0,West,2020-11-17
IA,0,Midwest,2020-11-17
IL,0,Midwest,2020-11-17
IN,0,Midwest,2020-11-17
KS,0,Midwest,2020-11-17
MI,0,Midwest,2020-11-17
MN,0,Midwest,2020-11-17
MO,0,Midwest,2020-11-17
ND,0,Midwest,2020-11-17
NE,0,Midwest,2020-11-17
OH,0,Midwest,2020-11-17
OK,0,Midwest,2020-11-17
SD,970,Midwest,2020-11-17
WI,0,Midwest,2020-11-17
AL,0,South,2020-11-17
AR,0,South,2020-11-17
FL,0,South,2020-11-17
GA,0,South,2020-11-17
KY,0,South,2020-11-17
LA,0,South,2020-11-17
MS,905,South,2020-11-17
NC,0,South,2020-11-17
SC,0,South,2020-11-17
TN,0,South,2020-11-17
TX,0,South,2020-11-17
VA,0,South,2020-11-17
WV,674,South,2020-11-17
CT,0,Northeast,2020-11-17
DC,245,Northeast,2020-11-17
DE,352,Northeast,2020-11-17
MA,0,Northeast,2020-11-17
MD,0,Northeast,2020-11-17
ME,231,Northeast,2020-11-17
NH,274,Northeast,2020-11-17
NJ,0,Northeast,2020-11-17
NY,0,Northeast,2020-11-17
PA,0,Northeast,2020-11-17
RI,605,Northeast,2020-11-17
VT,96,Northeast,2020-11-17
GU,59,Territories,2020-11-17
MP,1,Territories,2020-11-17
PR,511,Territories,2020-11-17
VI,13,Territories,2020-11-17
AK,545,West,2020-11-18
AZ,0,West,2020-11-18
CA,0,West,2020-11-18
CO,0,West,2020-11-18
HI,69,West,2020-11-18
ID,0,West,2020-11-18
MT,0,West,2020-11-18
NM,0,West,2020-11-18
NV,0,West,2020-11-18
OR,0,West,2020-11-18
UT,0,West,2020-11-18
WA,0,West,2020-11-18
WY,703,West,2020-11-18
IA,0,Midwest,2020-11-18
IL,0,Midwest,2020-11-18
IN,0,Midwest,2020-11-18
KS,0,Midwest,2020-11-18
MI,0,Midwest,2020-11-18
MN,0,Midwest,2020-11-18
MO,0,Midwest,2020-11-18
ND,0,Midwest,2020-11-18
NE,0,Midwest,2020-11-18
OH,0,Midwest,2020-11-18
OK,0,Midwest,2020-11-18
SD,0,Midwest,2020-11-18
WI,0,Midwest,2020-11-18
AL,0,South,2020-11-18
AR,0,South,2020-11-18
FL,0,South,2020-11-18
GA,0,South,2020-11-18
KY,0,South,2020-11-18
LA,0,South,2020-11-18
MS,0,South,2020-11-18
NC,0,South,2020-11-18
SC,0,South,2020-11-18
TN,0,South,2020-11-18
TX,0,South,2020-11-18
VA,0,South,2020-11-18
WV,763,South,2020-11-18
CT,0,Northeast,2020-11-18
DC,156,Northeast,2020-11-18
DE,203,Northeast,2020-11-18
MA,0,Northeast,2020-11-18
MD,0,Northeast,2020-11-18
ME,148,Northeast,2020-11-18
NH,446,Northeast,2020-11-18
NJ,0,Northeast,2020-11-18
NY,0,Northeast,2020-11-18
PA,0,Northeast,2020-11-18
RI,0,Northeast,2020-11-18
VT,57,Northeast,2020-11-18
GU,112,Territories,2020-11-18
MP,0,Territories,2020-11-18
PR,241,Territories,2020-11-18
VI,6,Territories,2020-11-18
AK,490,West,2020-11-19
AZ,0,West,2020-11-19
CA,0,West,2020-11-19
CO,0,West,2020-11-19
HI,107,West,2020-11-19
ID,0,West,2020-11-19
MT,0,West,2020-11-19
NM,0,West,2020-11-19
NV,0,West,2020-11-19
OR,0,West,2020-11-19
UT,0,West,2020-11-19
WA,0,West,2020-11-19
WY,739,West,2020-11-19
IA,0,Midwest,2020-11-19
IL,0,Midwest,2020-11-19
IN,0,Midwest,2020-11-19
KS,0,Midwest,2020-11-19
MI,0,Midwest,2020-11-19
MN,0,Midwest,2020-11-19
MO,0,Midwest,2020-11-19
ND,0,Midwest,2020-11-19
NE,0,Midwest,2020-11-19
OH,0,Midwest,2020-11-19
OK,0,Midwest,2020-11-19
SD,917,Midwest,2020-11-19
WI,0,Midwest,2020-11-19
AL,0,South,2020-11-19
AR,0,South,2020-11-19
FL,0,South,2020-11-19
GA,0,South,2020-11-19
KY,0,South,2020-11-19
LA,0,South,2020-11-19
MS,0,South,2020-11-19
NC,0,South,2020-11-19
SC,0,South,2020-11-19
TN,0,South,2020-11-19
TX,0,South,2020-11-19
VA,0,South,2020-11-19
WV,933,South,2020-11-19
CT,0,Northeast,2020-11-19
DC,213,Northeast,2020-11-19
DE,398,Northeast,2020-11-19
MA,0,Northeast,2020-11-19
MD,0,Northeast,2020-11-19
ME,173,Northeast,2020-11-19
NH,528,Northeast,2020-11-19
NJ,0,Northeast,2020-11-19
NY,0,Northeast,2020-11-19
PA,0,Northeast,2020-11-19
RI,0,Northeast,2020-11-19
VT,149,Northeast,2020-11-19
GU,70,Territories,2020-11-19
MP,0,Territories,2020-11-19
PR,372,Territories,2020-11-19
VI,13,Territories,2020-11-19
AK,460,West,2020-11-20
AZ,0,West,2020-11-20
CA,0,West,2020-11-20
CO,0,West,2020-11-20
HI,95,West,2020-11-20
ID,0,West,2020-11-20
MT,0,West,2020-11-20
NM,0,West,2020-11-20
NV,0,West,2020-11-20
OR,0,West,2020-11-20
UT,0,West,2020-11-20
WA,0,West,2020-11-20
WY,858,West,2020-11-20
IA,0,Midwest,2020-11-20
IL,0,Midwest,2020-11-20
IN,0,Midwest,2020-11-20
KS,0,Midwest,2020-11-20
MI,0,Midwest,2020-11-20
MN,0,Midwest,2020-11-20
MO,0,Midwest,2020-11-20
ND,0,Midwest,2020-11-20
NE,0,Midwest,2020-11-20
OH,0,Midwest,2020-11-20
OK,0,Midwest,2020-11-20
SD,0,Midwest,2020-11-20
WI,0,Midwest,2020-11-20
AL,0,South,2020-11-20
AR,0,South,2020-11-20
FL,0,South,2020-11-20
GA,0,South,2020-11-20
KY,0,South,2020-11-20
LA,0,South,2020-11-20
MS,0,South,2020-11-20
NC,0,South,2020-11-20
SC,0,South,2020-11-20
TN,0,South,2020-11-20
TX,0,South,2020-11-20
VA,0,South,2020-11-20
WV,914,South,2020-11-20
CT,0,Northeast,2020-11-20
DC,130,Northeast,2020-11-20
DE,663,Northeast,2020-11-20
MA,0,Northeast,2020-11-20
MD,0,Northeast,2020-11-20
ME,201,Northeast,2020-11-20
NH,520,Northeast,2020-11-20
NJ,0,Northeast,2020-11-20
NY,0,Northeast,2020-11-20
PA,0,Northeast,2020-11-20
RI,0,Northeast,2020-11-20
VT,149,Northeast,2020-11-20
GU,36,Territories,2020-11-20
MP,0,Territories,2020-11-20
PR,874,Territories,2020-11-20
VI,9,Territories,2020-11-20
AK,675,West,2020-11-21
AZ,0,West,2020-11-21
CA,0,West,2020-11-21
CO,0,West,2020-11-21
HI,162,West,2020-11-21
ID,0,West,2020-11-21
MT,0,West,2020-11-21
NM,0,West,2020-11-21
NV,0,West,2020-11-21
OR,0,West,2020-11-21
UT,0,West,2020-11-21
WA,0,West,2020-11-21
WY,220,West,2020-11-21
IA,0,Midwest,2020-11-21
IL,0,Midwest,2020-11-21
IN,0,Midwest,2020-11-21
KS,0,Midwest,2020-11-21
MI,0,Midwest,2020-11-21
MN,0,Midwest,2020-11-21
MO,0,Midwest,2020-11-21
ND,0,Midwest,2020-11-21
NE,0,Midwest,2020-11-21
OH,0,Midwest,2020-11-21
OK,0,Midwest,2020-11-21
SD,0,Midwest,2020-11-21
WI,0,Midwest,2020-11-21
AL,0,South,2020-11-21
AR,0,South,2020-11-21
FL,0,South,2020-11-21
GA,0,South,2020-11-21
KY,0,South,2020-11-21
LA,0,South,2020-11-21
MS,0,South,2020-11-21
NC,0,South,2020-11-21
SC,0,South,2020-11-21
TN,0,South,2020-11-21
TX,0,South,2020-11-21
VA,0,South,2020-11-21
WV,923,South,2020-11-21
CT,0,Northeast,2020-11-21
DC,153,Northeast,2020-11-21
DE,505,Northeast,2020-11-21
MA,0,Northeast,2020-11-21
MD,0,Northeast,2020-11-21
ME,142,Northeast,2020-11-21
NH,484,Northeast,2020-11-21
NJ,0,Northeast,2020-11-21
NY,0,Northeast,2020-11-21
PA,0,Northeast,2020-11-21
RI,0,Northeast,2020-11-21
VT,87,Northeast,2020-11-21
GU,24,Territories,2020-11-21
MP,0,Territories,2020-11-21
PR,991,Territories,2020-11-21
VI,13,Territories,2020-11-21
AK,543,West,2020-11-22
AZ,0,West,2020-11-22
CA,0,West,2020-11-22
CO,0,West,2020-11-22
HI,122,West,2020-11-22
ID,819,West,2020-11-22
MT,0,West,2020-11-22
NM,0,West,2020-11-22
NV,0,West,2020-11-22
OR,0,West,2020-11-22
UT,0,West,2020-11-22
WA,0,West,2020-11-22
WY,742,West,2020-11-22
IA,0,Midwest,2020-11-22
IL,0,Midwest,2020-11-22
IN,0,Midwest,2020-11-22
KS,0,Midwest,2020-11-22
MI,0,Midwest,2020-11-22
MN,0,Midwest,2020-11-22
MO,0,Midwest,2020-11-22
ND,0,Midwest,2020-11-22
NE,0,Midwest,2020-11-22
OH,0,Midwest,2020-11-22
OK,0,Midwest,2020-11-22
SD,733,Midwest,2020-11-22
WI,0,Midwest,2020-11-22
AL,0,South,2020-11-22
AR,0,South,2020-11-22
FL,0,South,2020-11-22
GA,0,South,2020-11-22
KY,0,South,2020-11-22
LA,0,South,2020-11-22
MS,779,South,2020-11-22
NC,0,South,2020-11-22
SC,0,South,2020-11-22
TN,0,South,2020-11-22
TX,0,South,2020-11-22
VA,0,South,2020-11-22
WV,701,South,2020-11-22
CT,0,Northeast,2020-11-22
DC,190,Northeast,2020-11-22
DE,487,Northeast,2020-11-22
MA,0,Northeast,2020-11-22
MD,0,Northeast,2020-11-22
ME,219,Northeast,2020-11-22
NH,317,Northeast,2020-11-22
NJ,0,Northeast,2020-11-22
NY,0,Northeast,2020-11-22
PA,0,Northeast,2020-11-22
RI,0,Northeast,2020-11-22
VT,83,Northeast,2020-11-22
GU,73,Territories,2020-11-22
MP,0,Territories,2020-11-22
PR,967,Territories,2020-11-22
VI,0,Territories,2020-11-22
AK,498,West,2020-11-23
AZ,0,West,2020-11-23
CA,0,West,2020-11-23
CO,0,West,2020-11-23
HI,113,West,2020-11-23
ID,0,West,2020-11-23
MT,801,West,2020-11-23
NM,0,West,2020-11-23
NV,0,West,2020-11-23
OR,0,West,2020-11-23
UT,0,West,2020-11-23
WA,0,West,2020-11-23
WY,0,West,2020-11-23
IA,0,Midwest,2020-11-23
IL,0,Midwest,2020-11-23
IN,0,Midwest,2020-11-23
KS,0,Midwest,2020-11-23
MI,0,Midwest,2020-11-23
MN,0,Midwest,2020-11-23
MO,0,Midwest,2020-11-23
ND,714,Midwest,2020-11-23
NE,0,Midwest,2020-11-23
OH,0,Midwest,2020-11-23
OK,0,Midwest,2020-11-23
SD,769,Midwest,2020-11-23
WI,0,Midwest,2020-11-23
AL,0,South,2020-11-23
AR,0,South,2020-11-23
FL,0,South,2020-11-23
GA,0,South,2020-11-23
KY,0,South,2020-11-23
LA,970,South,2020-11-23
MS,699,South,2020-11-23
NC,0,South,2020-11-23
SC,0,South,2020-11-23
TN,0,South,2020-11-23
TX,0,South,2020-11-23
VA,0,South,2020-11-23
WV,486,South,2020-11-23
CT,0,Northeast,2020-11-23
DC,139,Northeast,2020-11-23
DE,403,Northeast,2020-11-23
MA,0,Northeast,2020-11-23
MD,0,Northeast,2020-11-23
ME,177,Northeast,2020-11-23
NH,444,Northeast,2020-11-23
NJ,0,Northeast,2020-11-23
NY,0,Northeast,2020-11-23
PA,0,Northeast,2020-11-23
RI,0,Northeast,2020-11-23
VT,85,Northeast,2020-11-23
GU,53,Territories,2020-11-23
MP,1,Territories,2020-11-23
PR,688,Territories,2020-11-23
VI,3,Territories,2020-11-23
AK,584,West,2020-11-24
AZ,0,West,2020-11-24
CA,0,West,2020-11-24
CO,0,West,2020-11-24
HI,60,West,2020-11-24
ID,0,West,2020-11-24
MT,0,West,2020-11-24
NM,0,West,2020-11-24
NV,0,West,2020-11-24
OR,0,West,2020-11-24
UT,0,West,2020-11-24
WA,0,West,2020-11-24
WY,415,West,2020-11-24
IA,0,Midwest,2020-11-24
IL,0,Midwest,2020-11-24
IN,0,Midwest,2020-11-24
KS,0,Midwest,2020-11-24
MI,0,Midwest,2020-11-24
MN,0,Midwest,2020-11-24
MO,0,Midwest,2020-11-24
ND,0,Midwest,2020-11-24
NE,0,Midwest,2020-11-24
OH,0,Midwest,2020-11-24
OK,0,Midwest,2020-11-24
SD,955,Midwest,2020-11-24
WI,0,Midwest,2020-11-24
AL,0,South,2020-11-24
AR,0,South,2020-11-24
FL,0,South,2020-11-24
GA,0,South,2020-11-24
KY,0,South,2020-11-24
LA,0,South,2020-11-24
MS,665,South,2020-11-24
NC,0,South,2020-11-24
SC,0,South,2020-11-24
TN,0,South,2020-11-24
TX,0,South,2020-11-24
VA,0,South,2020-11-24
WV,747,South,2020-11-24
CT,540,Northeast,2020-11-24
DC,119,Northeast,2020-11-24
DE,453,Northeast,2020-11-24
MA,0,Northeast,2020-11-24
MD,0,Northeast,2020-11-24
ME,227,Northeast,2020-11-24
NH,340,Northeast,2020-11-24
NJ,0,Northeast,2020-11-24
NY,0,Northeast,2020-11-24
PA,0,Northeast,2020-11-24
RI,851,Northeast,2020-11-24
VT,48,Northeast,2020-11-24
GU,53,Territories,2020-11-24
MP,0,Territories,2020-11-24
PR,293,Territories,2020-11-24
VI,14,Territories,2020-11-24
AK,670,West,2020-11-25
AZ,0,West,2020-11-25
CA,0,West,2020-11-25
CO,0,West,2020-11-25
HI,108,West,2020-11-25
ID,0,West,2020-11-25
MT,0,West,2020-11-25
NM,0,West,2020-11-25
NV,0,West,2020-11-25
OR,0,West,2020-11-25
UT,0,West,2020-11-25
WA,0,West,2020-11-25
WY,702,West,2020-11-25
IA,0,Midwest,2020-11-25
IL,0,Midwest,2020-11-25
IN,0,Midwest,2020-11-25
KS,0,Midwest,2020-11-25
MI,0,Midwest,2020-11-25
MN,0,Midwest,2020-11-25
MO,0,Midwest,2020-11-25
ND,0,Midwest,2020-11-25
NE,0,Midwest,2020-11-25
OH,0,Midwest,2020-11-25
OK,0,Midwest,2020-11-25
SD,998,Midwest,2020-11-25
WI,0,Midwest,2020-11-25
AL,0,South,2020-11-25
AR,0,South,2020-11-25
FL,0,South,2020-11-25
GA,0,South,2020-11-25
KY,0,South,2020-11-25
LA,0,South,2020-11-25
MS,0,South,2020-11-25
NC,0,South,2020-11-25
SC,0,South,2020-11-25
TN,0,South,2020-11-25
TX,0,South,2020-11-25
VA,0,South,2020-11-25
WV,779,South,2020-11-25
CT,0,Northeast,2020-11-25
DC,107,Northeast,2020-11-25
DE,331,Northeast,2020-11-25
MA,0,Northeast,2020-11-25
MD,0,Northeast,2020-11-25
ME,218,Northeast,2020-11-25
NH,394,Northeast,2020-11-25
NJ,0,Northeast,2020-11-25
NY,0,Northeast,2020-11-25
PA,0,Northeast,2020-11-25
RI,893,Northeast,2020-11-25
VT,65,Northeast,2020-11-25
GU,50,Territories,2020-11-25
MP,0,Territories,2020-11-25
PR,129,Territories,2020-11-25
VI,15,Territories,2020-11-25
AK,553,West,2020-11-26
AZ,0,West,2020-11-26
CA,0,West,2020-11-26
CO,0,West,2020-11-26
HI,117,West,2020-11-26
ID,0,West,2020-11-26
MT,0,West,2020-11-26
NM,0,West,2020-11-26
NV,0,West,2020-11-26
OR,0,West,2020-11-26
UT,0,West,2020-11-26
WA,0,West,2020-11-26
WY,0,West,2020-11-26
IA,0,Midwest,2020-11-26
IL,0,Midwest,2020-11-26
IN,0,Midwest,2020-11-26
KS,0,Midwest,2020-11-26
MI,0,Midwest,2020-11-26
MN,0,Midwest,2020-11-26
MO,0,Midwest,2020-11-26
ND,964,Midwest,2020-11-26
NE,0,Midwest,2020-11-26
OH,0,Midwest,2020-11-26
OK,0,Midwest,2020-11-26
SD,0,Midwest,2020-11-26
WI,0,Midwest,2020-11-26
AL,0,South,2020-11-26
AR,0,South,2020-11-26
FL,0,South,2020-11-26
GA,0,South,2020-11-26
KY,0,South,2020-11-26
LA,0,South,2020-11-26
MS,0,South,2020-11-26
NC,0,South,2020-11-26
SC,0,South,2020-11-26
TN,0,South,2020-11-26
TX,0,South,2020-11-26
VA,0,South,2020-11-26
WV,843,South,2020-11-26
CT,0,Northeast,2020-11-26
DC,220,Northeast,2020-11-26
DE,584,Northeast,2020-11-26
MA,0,Northeast,2020-11-26
MD,0,Northeast,2020-11-26
ME,189,Northeast,2020-11-26
NH,0,Northeast,2020-11-26
NJ,0,Northeast,2020-11-26
NY,0,Northeast,2020-11-26
PA,0,Northeast,2020-11-26
RI,0,Northeast,2020-11-26
VT,0,Northeast,2020-11-26
GU,43,Territories,2020-11-26
MP,0,Territories,2020-11-26
PR,509,Territories,2020-11-26
VI,2,Territories,2020-11-26
AK,662,West,2020-11-27
AZ,0,West,2020-11-27
CA,0,West,2020-11-27
CO,0,West,2020-11-27
HI,90,West,2020-11-27
ID,0,West,2020-11-27
MT,114,West,2020-11-27
NM,0,West,2020-11-27
NV,0,West,2020-11-27
OR,826,West,2020-11-27
UT,0,West,2020-11-27
WA,0,West,2020-11-27
WY,920,West,2020-11-27
IA,0,Midwest,2020-11-27
IL,0,Midwest,2020-11-27
IN,0,Midwest,2020-11-27
KS,0,Midwest,2020-11-27
MI,0,Midwest,2020-11-27
MN,0,Midwest,2020-11-27
MO,0,Midwest,2020-11-27
ND,790,Midwest,2020-11-27
NE,0,Midwest,2020-11-27
OH,0,Midwest,2020-11-27
OK,0,Midwest,2020-11-27
SD,0,Midwest,2020-11-27
WI,0,Midwest,2020-11-27
AL,718,South,2020-11-27
AR,0,South,2020-11-27
FL,0,South,2020-11-27
GA,0,South,2020-11-27
KY,0,South,2020-11-27
LA,0,South,2020-11-27
MS,0,South,2020-11-27
NC,0,South,2020-11-27
SC,0,South,2020-11-27
TN,0,South,2020-11-27
TX,0,South,2020-11-27
VA,0,South,2020-11-27
WV,682,South,2020-11-27
CT,0,Northeast,2020-11-27
DC,201,Northeast,2020-11-27
DE,591,Northeast,2020-11-27
MA,0,Northeast,2020-11-27
MD,0,Northeast,2020-11-27
ME,0,Northeast,2020-11-27
NH,537,Northeast,2020-11-27
NJ,0,Northeast,2020-11-27
NY,0,Northeast,2020-11-27
PA,0,Northeast,2020-11-27
RI,0,Northeast,2020-11-27
VT,178,Northeast,2020-11-27
GU,20,Territories,2020-11-27
MP,0,Territories,2020-11-27
PR,0,Territories,2020-11-27
VI,0,Territories,2020-11-27
AK,650,West,2020-11-28
AZ,0,West,2020-11-28
CA,0,West,2020-11-28
CO,0,West,2020-11-28
HI,76,West,2020-11-28
ID,0,West,2020-11-28
MT,0,West,2020-11-28
NM,0,West,2020-11-28
NV,0,West,2020-11-28
OR,0,West,2020-11-28
UT,0,West,2020-11-28
WA,0,West,2020-11-28
WY,141,West,2020-11-28
IA,0,Midwest,2020-11-28
IL,0,Midwest,2020-11-28
IN,0,Midwest,2020-11-28
KS,0,Midwest,2020-11-28
MI,0,Midwest,2020-11-28
MN,0,Midwest,2020-11-28
MO,0,Midwest,2020-11-28
ND,703,Midwest,2020-11-28
NE,0,Midwest,2020-11-28
OH,0,Midwest,2020-11-28
OK,0,Midwest,2020-11-28
SD,721,Midwest,2020-11-28
WI,0,Midwest,2020-11-28
AL,0,South,2020-11-28
AR,0,South,2020-11-28
FL,0,South,2020-11-28
GA,0,South,2020-11-28
KY,0,South,2020-11-28
LA,0,South,2020-11-28
MS,0,South,2020-11-28
NC,0,South,2020-11-28
SC,0,South,2020-11-28
TN,0,South,2020-11-28
TX,0,South,2020-11-28
VA,0,South,2020-11-28
WV,685,South,2020-11-28
CT,0,Northeast,2020-11-28
DC,371,Northeast,2020-11-28
DE,500,Northeast,2020-11-28
MA,0,Northeast,2020-11-28
MD,0,Northeast,2020-11-28
ME,20,Northeast,2020-11-28
NH,689,Northeast,2020-11-28
NJ,0,Northeast,2020-11-28
NY,0,Northeast,2020-11-28
PA,0,Northeast,2020-11-28
RI,0,Northeast,2020-11-28
VT,28,Northeast,2020-11-28
GU,14,Territories,2020-11-28
MP,0,Territories,2020-11-28
PR,855,Territories,2020-11-28
VI,0,Territories,2020-11-28
AK,612,West,2020-11-29
AZ,0,West,2020-11-29
CA,0,West,2020-11-29
