State,num_cases,area,Date
PA,0,Northeast,2020-07-10
RI,69,Northeast,2020-07-10
VT,5,Northeast,2020-07-10
GU,1,Territories,2020-07-10
MP,0,Territories,2020-07-10
PR,116,Territories,2020-07-10
VI,9,Territories,2020-07-10
AK,62,West,2020-07-11
AZ,0,West,2020-07-11
CA,0,West,2020-07-11
CO,398,West,2020-07-11
HI,42,West,2020-07-11
ID,577,West,2020-07-11
MT,84,West,2020-07-11
NM,225,West,2020-07-11
NV,930,West,2020-07-11
OR,397,West,2020-07-11
UT,632,West,2020-07-11
WA,0,West,2020-07-11
WY,43,West,2020-07-11
IA,846,Midwest,2020-07-11
IL,0,Midwest,2020-07-11
IN,779,Midwest,2020-07-11
KS,0,Midwest,2020-07-11
MI,653,Midwest,2020-07-11
MN,804,Midwest,2020-07-11
MO,472,Midwest,2020-07-11
ND,89,Midwest,2020-07-11
NE,221,Midwest,2020-07-11
OH,0,Midwest,2020-07-11
OK,687,Midwest,2020-07-11
SD,53,Midwest,2020-07-11
WI,926,Midwest,2020-07-11
AL,0,South,2020-07-11
AR,0,South,2020-07-11
FL,0,South,2020-07-11
GA,0,South,2020-07-11
KY,417,South,2020-07-11
LA,0,South,2020-07-11
MS,797,South,2020-07-11
NC,0,South,2020-07-11
SC,0,South,2020-07-11
TN,0,South,2020-07-11
TX,0,South,2020-07-11
VA,868,South,2020-07-11
WV,191,South,2020-07-11
CT,0,Northeast,2020-07-11
DC,58,Northeast,2020-07-11
DE,91,Northeast,2020-07-11
MA,167,Northeast,2020-07-11
MD,557,Northeast,2020-07-11
ME,21,Northeast,2020-07-11
NH,33,Northeast,2020-07-11
NJ,331,Northeast,2020-07-11
NY,730,Northeast,2020-07-11
PA,795,Northeast,2020-07-11
RI,0,Northeast,2020-07-11
VT,6,Northeast,2020-07-11
GU,2,Territories,2020-07-11
MP,0,Territories,2020-07-11
PR,84,Territories,2020-07-11
VI,14,Territories,2020-07-11
AK,94,West,2020-07-12
AZ,0,West,2020-07-12
CA,0,West,2020-07-12
CO,324,West,2020-07-12
HI,20,West,2020-07-12
ID,397,West,2020-07-12
MT,81,West,2020-07-12
NM,254,West,2020-07-12
NV,845,West,2020-07-12
OR,319,West,2020-07-12
UT,629,West,2020-07-12
WA,0,West,2020-07-12
WY,18,West,2020-07-12
IA,684,Midwest,2020-07-12
IL,954,Midwest,2020-07-12
IN,533,Midwest,2020-07-12
KS,0,Midwest,2020-07-12
MI,390,Midwest,2020-07-12
MN,710,Midwest,2020-07-12
MO,310,Midwest,2020-07-12
ND,91,Midwest,2020-07-12
NE,174,Midwest,2020-07-12
OH,0,Midwest,2020-07-12
OK,456,Midwest,2020-07-12
SD,45,Midwest,2020-07-12
WI,769,Midwest,2020-07-12
AL,0,South,2020-07-12
AR,503,South,2020-07-12
FL,0,South,2020-07-12
GA,0,South,2020-07-12
KY,255,South,2020-07-12
LA,0,South,2020-07-12
MS,868,South,2020-07-12
NC,0,South,2020-07-12
SC,0,South,2020-07-12
TN,954,South,2020-07-12
TX,0,South,2020-07-12
VA,867,South,2020-07-12
WV,128,South,2020-07-12
CT,0,Northeast,2020-07-12
DC,46,Northeast,2020-07-12
DE,61,Northeast,2020-07-12
MA,172,Northeast,2020-07-12
MD,642,Northeast,2020-07-12
ME,12,Northeast,2020-07-12
NH,30,Northeast,2020-07-12
NJ,339,Northeast,2020-07-12
NY,677,Northeast,2020-07-12
PA,551,Northeast,2020-07-12
RI,0,Northeast,2020-07-12
VT,13,Northeast,2020-07-12
GU,0,Territories,2020-07-12
MP,2,Territories,2020-07-12
PR,148,Territories,2020-07-12
VI,14,Territories,2020-07-12
AK,60,West,2020-07-13
AZ,0,West,2020-07-13
CA,0,West,2020-07-13
CO,318,West,2020-07-13
HI,23,West,2020-07-13
ID,500,West,2020-07-13
MT,85,West,2020-07-13
NM,263,West,2020-07-13
NV,832,West,2020-07-13
OR,268,West,2020-07-13
UT,546,West,2020-07-13
WA,0,West,2020-07-13
WY,39,West,2020-07-13
IA,456,Midwest,2020-07-13
IL,883,Midwest,2020-07-13
IN,425,Midwest,2020-07-13
KS,0,Midwest,2020-07-13
MI,384,Midwest,2020-07-13
MN,491,Midwest,2020-07-13
MO,447,Midwest,2020-07-13
ND,108,Midwest,2020-07-13
NE,227,Midwest,2020-07-13
OH,0,Midwest,2020-07-13
OK,510,Midwest,2020-07-13
SD,25,Midwest,2020-07-13
WI,494,Midwest,2020-07-13
AL,0,South,2020-07-13
AR,572,South,2020-07-13
FL,0,South,2020-07-13
GA,0,South,2020-07-13
KY,262,South,2020-07-13
LA,0,South,2020-07-13
MS,393,South,2020-07-13
NC,0,South,2020-07-13
SC,0,South,2020-07-13
TN,0,South,2020-07-13
TX,0,South,2020-07-13
VA,984,South,2020-07-13
WV,52,South,2020-07-13
CT,223,Northeast,2020-07-13
DC,59,Northeast,2020-07-13
DE,75,Northeast,2020-07-13
MA,154,Northeast,2020-07-13
MD,418,Northeast,2020-07-13
ME,16,Northeast,2020-07-13
NH,14,Northeast,2020-07-13
NJ,224,Northeast,2020-07-13
NY,557,Northeast,2020-07-13
PA,463,Northeast,2020-07-13
RI,175,Northeast,2020-07-13
VT,5,Northeast,2020-07-13
GU,0,Territories,2020-07-13
MP,0,Territories,2020-07-13
PR,228,Territories,2020-07-13
VI,25,Territories,2020-07-13
AK,40,West,2020-07-14
AZ,0,West,2020-07-14
CA,0,West,2020-07-14
CO,434,West,2020-07-14
HI,21,West,2020-07-14
ID,316,West,2020-07-14
MT,109,West,2020-07-14
NM,223,West,2020-07-14
NV,0,West,2020-07-14
OR,367,West,2020-07-14
UT,448,West,2020-07-14
WA,547,West,2020-07-14
WY,36,West,2020-07-14
IA,357,Midwest,2020-07-14
IL,707,Midwest,2020-07-14
IN,648,Midwest,2020-07-14
KS,0,Midwest,2020-07-14
MI,584,Midwest,2020-07-14
MN,398,Midwest,2020-07-14
MO,936,Midwest,2020-07-14
ND,51,Midwest,2020-07-14
NE,318,Midwest,2020-07-14
OH,0,Midwest,2020-07-14
OK,993,Midwest,2020-07-14
SD,48,Midwest,2020-07-14
WI,964,Midwest,2020-07-14
AL,0,South,2020-07-14
AR,794,South,2020-07-14
FL,0,South,2020-07-14
GA,0,South,2020-07-14
KY,525,South,2020-07-14
LA,0,South,2020-07-14
MS,862,South,2020-07-14
NC,0,South,2020-07-14
SC,0,South,2020-07-14
TN,0,South,2020-07-14
TX,0,South,2020-07-14
VA,796,South,2020-07-14
WV,55,South,2020-07-14
CT,20,Northeast,2020-07-14
DC,40,Northeast,2020-07-14
DE,90,Northeast,2020-07-14
MA,203,Northeast,2020-07-14
MD,733,Northeast,2020-07-14
ME,9,Northeast,2020-07-14
NH,23,Northeast,2020-07-14
NJ,393,Northeast,2020-07-14
NY,912,Northeast,2020-07-14
PA,891,Northeast,2020-07-14
RI,101,Northeast,2020-07-14
VT,4,Northeast,2020-07-14
GU,0,Territories,2020-07-14
MP,3,Territories,2020-07-14
PR,93,Territories,2020-07-14
VI,11,Territories,2020-07-14
AK,52,West,2020-07-15
AZ,0,West,2020-07-15
CA,0,West,2020-07-15
CO,463,West,2020-07-15
HI,28,West,2020-07-15
ID,727,West,2020-07-15
MT,144,West,2020-07-15
NM,327,West,2020-07-15
NV,849,West,2020-07-15
OR,276,West,2020-07-15
UT,413,West,2020-07-15
WA,742,West,2020-07-15
WY,24,West,2020-07-15
IA,342,Midwest,2020-07-15
IL,0,Midwest,2020-07-15
IN,685,Midwest,2020-07-15
KS,875,Midwest,2020-07-15
MI,891,Midwest,2020-07-15
MN,572,Midwest,2020-07-15
MO,888,Midwest,2020-07-15
ND,72,Midwest,2020-07-15
NE,262,Midwest,2020-07-15
OH,0,Midwest,2020-07-15
OK,0,Midwest,2020-07-15
SD,80,Midwest,2020-07-15
WI,821,Midwest,2020-07-15
AL,0,South,2020-07-15
AR,564,South,2020-07-15
FL,0,South,2020-07-15
GA,0,South,2020-07-15
KY,388,South,2020-07-15
LA,0,South,2020-07-15
MS,0,South,2020-07-15
NC,0,South,2020-07-15
SC,0,South,2020-07-15
TN,0,South,2020-07-15
TX,0,South,2020-07-15
VA,0,South,2020-07-15
WV,147,South,2020-07-15
CT,106,Northeast,2020-07-15
DC,80,Northeast,2020-07-15
DE,81,Northeast,2020-07-15
MA,142,Northeast,2020-07-15
MD,756,Northeast,2020-07-15
ME,18,Northeast,2020-07-15
NH,22,Northeast,2020-07-15
NJ,363,Northeast,2020-07-15
NY,831,Northeast,2020-07-15
PA,967,Northeast,2020-07-15
RI,52,Northeast,2020-07-15
VT,13,Northeast,2020-07-15
GU,1,Territories,2020-07-15
MP,0,Territories,2020-07-15
PR,139,Territories,2020-07-15
VI,26,Territories,2020-07-15
AK,62,West,2020-07-16
AZ,0,West,2020-07-16
CA,0,West,2020-07-16
CO,564,West,2020-07-16
HI,19,West,2020-07-16
ID,688,West,2020-07-16
MT,135,West,2020-07-16
NM,297,West,2020-07-16
NV,0,West,2020-07-16
OR,428,West,2020-07-16
UT,954,West,2020-07-16
WA,0,West,2020-07-16
WY,39,West,2020-07-16
IA,482,Midwest,2020-07-16
IL,0,Midwest,2020-07-16
IN,710,Midwest,2020-07-16
KS,0,Midwest,2020-07-16
MI,645,Midwest,2020-07-16
MN,605,Midwest,2020-07-16
MO,708,Midwest,2020-07-16
ND,103,Midwest,2020-07-16
NE,155,Midwest,2020-07-16
OH,0,Midwest,2020-07-16
OK,628,Midwest,2020-07-16
SD,42,Midwest,2020-07-16
WI,900,Midwest,2020-07-16
AL,0,South,2020-07-16
AR,817,South,2020-07-16
FL,0,South,2020-07-16
GA,0,South,2020-07-16
KY,381,South,2020-07-16
LA,0,South,2020-07-16
MS,0,South,2020-07-16
NC,0,South,2020-07-16
SC,0,South,2020-07-16
TN,0,South,2020-07-16
TX,0,South,2020-07-16
VA,901,South,2020-07-16
WV,128,South,2020-07-16
CT,114,Northeast,2020-07-16
DC,50,Northeast,2020-07-16
DE,64,Northeast,2020-07-16
MA,143,Northeast,2020-07-16
MD,648,Northeast,2020-07-16
ME,21,Northeast,2020-07-16
NH,26,Northeast,2020-07-16
NJ,223,Northeast,2020-07-16
NY,769,Northeast,2020-07-16
PA,759,Northeast,2020-07-16
RI,71,Northeast,2020-07-16
VT,7,Northeast,2020-07-16
GU,1,Territories,2020-07-16
MP,0,Territories,2020-07-16
PR,76,Territories,2020-07-16
VI,6,Territories,2020-07-16
AK,40,West,2020-07-17
AZ,0,West,2020-07-17
CA,0,West,2020-07-17
CO,570,West,2020-07-17
HI,23,West,2020-07-17
ID,619,West,2020-07-17
MT,135,West,2020-07-17
NM,318,West,2020-07-17
NV,0,West,2020-07-17
OR,293,West,2020-07-17
UT,727,West,2020-07-17
WA,754,West,2020-07-17
WY,34,West,2020-07-17
IA,851,Midwest,2020-07-17
IL,0,Midwest,2020-07-17
IN,733,Midwest,2020-07-17
KS,0,Midwest,2020-07-17
MI,660,Midwest,2020-07-17
MN,666,Midwest,2020-07-17
MO,868,Midwest,2020-07-17
ND,124,Midwest,2020-07-17
NE,227,Midwest,2020-07-17
OH,0,Midwest,2020-07-17
OK,699,Midwest,2020-07-17
SD,95,Midwest,2020-07-17
WI,880,Midwest,2020-07-17
AL,0,South,2020-07-17
AR,648,South,2020-07-17
FL,0,South,2020-07-17
GA,0,South,2020-07-17
KY,489,South,2020-07-17
LA,0,South,2020-07-17
MS,0,South,2020-07-17
NC,0,South,2020-07-17
SC,0,South,2020-07-17
TN,0,South,2020-07-17
TX,0,South,2020-07-17
VA,946,South,2020-07-17
WV,114,South,2020-07-17
CT,143,Northeast,2020-07-17
DC,39,Northeast,2020-07-17
DE,223,Northeast,2020-07-17
MA,216,Northeast,2020-07-17
MD,707,Northeast,2020-07-17
ME,32,Northeast,2020-07-17
NH,26,Northeast,2020-07-17
NJ,50,Northeast,2020-07-17
NY,776,Northeast,2020-07-17
PA,0,Northeast,2020-07-17
RI,82,Northeast,2020-07-17
VT,9,Northeast,2020-07-17
GU,0,Territories,2020-07-17
MP,1,Territories,2020-07-17
PR,153,Territories,2020-07-17
VI,14,Territories,2020-07-17
AK,62,West,2020-07-18
AZ,0,West,2020-07-18
CA,0,West,2020-07-18
CO,438,West,2020-07-18
HI,20,West,2020-07-18
ID,550,West,2020-07-18
MT,105,West,2020-07-18
NM,280,West,2020-07-18
NV,0,West,2020-07-18
OR,347,West,2020-07-18
UT,760,West,2020-07-18
WA,959,West,2020-07-18
WY,35,West,2020-07-18
IA,409,Midwest,2020-07-18
IL,0,Midwest,2020-07-18
IN,841,Midwest,2020-07-18
KS,0,Midwest,2020-07-18
MI,678,Midwest,2020-07-18
MN,457,Midwest,2020-07-18
MO,958,Midwest,2020-07-18
ND,115,Midwest,2020-07-18
NE,120,Midwest,2020-07-18
OH,0,Midwest,2020-07-18
OK,916,Midwest,2020-07-18
SD,73,Midwest,2020-07-18
WI,978,Midwest,2020-07-18
AL,0,South,2020-07-18
AR,771,South,2020-07-18
FL,0,South,2020-07-18
GA,0,South,2020-07-18
KY,521,South,2020-07-18
LA,0,South,2020-07-18
MS,0,South,2020-07-18
NC,0,South,2020-07-18
SC,0,South,2020-07-18
TN,0,South,2020-07-18
TX,0,South,2020-07-18
VA,904,South,2020-07-18
WV,199,South,2020-07-18
CT,0,Northeast,2020-07-18
DC,79,Northeast,2020-07-18
DE,92,Northeast,2020-07-18
MA,177,Northeast,2020-07-18
MD,835,Northeast,2020-07-18
ME,13,Northeast,2020-07-18
NH,23,Northeast,2020-07-18
NJ,263,Northeast,2020-07-18
NY,754,Northeast,2020-07-18
PA,737,Northeast,2020-07-18
RI,0,Northeast,2020-07-18
VT,4,Northeast,2020-07-18
GU,1,Territories,2020-07-18
MP,0,Territories,2020-07-18
PR,189,Territories,2020-07-18
VI,20,Territories,2020-07-18
AK,79,West,2020-07-19
AZ,0,West,2020-07-19
CA,0,West,2020-07-19
CO,343,West,2020-07-19
HI,27,West,2020-07-19
ID,571,West,2020-07-19
MT,62,West,2020-07-19
NM,235,West,2020-07-19
NV,0,West,2020-07-19
OR,430,West,2020-07-19
UT,785,West,2020-07-19
WA,920,West,2020-07-19
WY,15,West,2020-07-19
IA,511,Midwest,2020-07-19
IL,965,Midwest,2020-07-19
IN,917,Midwest,2020-07-19
KS,0,Midwest,2020-07-19
MI,483,Midwest,2020-07-19
MN,734,Midwest,2020-07-19
MO,846,Midwest,2020-07-19
ND,112,Midwest,2020-07-19
NE,102,Midwest,2020-07-19
OH,0,Midwest,2020-07-19
OK,209,Midwest,2020-07-19
SD,44,Midwest,2020-07-19
WI,830,Midwest,2020-07-19
AL,0,South,2020-07-19
AR,695,South,2020-07-19
FL,0,South,2020-07-19
GA,0,South,2020-07-19
KY,967,South,2020-07-19
LA,0,South,2020-07-19
MS,792,South,2020-07-19
NC,0,South,2020-07-19
SC,0,South,2020-07-19
TN,0,South,2020-07-19
TX,0,South,2020-07-19
VA,0,South,2020-07-19
WV,70,South,2020-07-19
CT,0,Northeast,2020-07-19
DC,67,Northeast,2020-07-19
DE,90,Northeast,2020-07-19
MA,218,Northeast,2020-07-19
MD,925,Northeast,2020-07-19
ME,14,Northeast,2020-07-19
NH,15,Northeast,2020-07-19
NJ,-31,Northeast,2020-07-19
NY,502,Northeast,2020-07-19
PA,776,Northeast,2020-07-19
RI,0,Northeast,2020-07-19
VT,12,Northeast,2020-07-19
GU,0,Territories,2020-07-19
MP,0,Territories,2020-07-19
PR,330,Territories,2020-07-19
VI,14,Territories,2020-07-19
AK,75,West,2020-07-20
AZ,0,West,2020-07-20
CA,0,West,2020-07-20
CO,430,West,2020-07-20
HI,12,West,2020-07-20
ID,393,West,2020-07-20
MT,88,West,2020-07-20
NM,244,West,2020-07-20
NV,948,West,2020-07-20
OR,268,West,2020-07-20
UT,409,West,2020-07-20
WA,797,West,2020-07-20
WY,62,West,2020-07-20
IA,493,Midwest,2020-07-20
IL,0,Midwest,2020-07-20
IN,635,Midwest,2020-07-20
KS,0,Midwest,2020-07-20
MI,489,Midwest,2020-07-20
MN,903,Midwest,2020-07-20
MO,530,Midwest,2020-07-20
ND,107,Midwest,2020-07-20
NE,264,Midwest,2020-07-20
OH,0,Midwest,2020-07-20
OK,168,Midwest,2020-07-20
SD,37,Midwest,2020-07-20
WI,703,Midwest,2020-07-20
AL,0,South,2020-07-20
AR,699,South,2020-07-20
FL,0,South,2020-07-20
GA,0,South,2020-07-20
KY,233,South,2020-07-20
LA,0,South,2020-07-20
MS,0,South,2020-07-20
NC,0,South,2020-07-20
SC,0,South,2020-07-20
TN,0,South,2020-07-20
TX,0,South,2020-07-20
VA,925,South,2020-07-20
WV,100,South,2020-07-20
CT,162,Northeast,2020-07-20
DC,78,Northeast,2020-07-20
DE,105,Northeast,2020-07-20
MA,174,Northeast,2020-07-20
MD,554,Northeast,2020-07-20
ME,21,Northeast,2020-07-20
NH,46,Northeast,2020-07-20
NJ,180,Northeast,2020-07-20
NY,519,Northeast,2020-07-20
PA,708,Northeast,2020-07-20
RI,111,Northeast,2020-07-20
VT,10,Northeast,2020-07-20
GU,4,Territories,2020-07-20
MP,0,Territories,2020-07-20
PR,220,Territories,2020-07-20
VI,7,Territories,2020-07-20
AK,92,West,2020-07-21
AZ,0,West,2020-07-21
CA,0,West,2020-07-21
CO,476,West,2020-07-21
HI,25,West,2020-07-21
ID,556,West,2020-07-21
MT,91,West,2020-07-21
NM,302,West,2020-07-21
NV,815,West,2020-07-21
OR,292,West,2020-07-21
UT,486,West,2020-07-21
WA,832,West,2020-07-21
WY,40,West,2020-07-21
IA,564,Midwest,2020-07-21
IL,955,Midwest,2020-07-21
IN,710,Midwest,2020-07-21
KS,0,Midwest,2020-07-21
MI,573,Midwest,2020-07-21
MN,350,Midwest,2020-07-21
MO,0,Midwest,2020-07-21
ND,81,Midwest,2020-07-21
NE,343,Midwest,2020-07-21
OH,0,Midwest,2020-07-21
OK,893,Midwest,2020-07-21
SD,76,Midwest,2020-07-21
WI,0,Midwest,2020-07-21
AL,0,South,2020-07-21
AR,728,South,2020-07-21
FL,0,South,2020-07-21
GA,0,South,2020-07-21
KY,588,South,2020-07-21
LA,0,South,2020-07-21
MS,0,South,2020-07-21
NC,0,South,2020-07-21
SC,0,South,2020-07-21
TN,0,South,2020-07-21
TX,0,South,2020-07-21
VA,0,South,2020-07-21
WV,81,South,2020-07-21
CT,41,Northeast,2020-07-21
DC,88,Northeast,2020-07-21
DE,122,Northeast,2020-07-21
MA,165,Northeast,2020-07-21
MD,860,Northeast,2020-07-21
ME,13,Northeast,2020-07-21
NH,13,Northeast,2020-07-21
NJ,293,Northeast,2020-07-21
NY,855,Northeast,2020-07-21
PA,0,Northeast,2020-07-21
RI,82,Northeast,2020-07-21
VT,6,Northeast,2020-07-21
GU,8,Territories,2020-07-21
MP,0,Territories,2020-07-21
PR,244,Territories,2020-07-21
VI,4,Territories,2020-07-21
AK,91,West,2020-07-22
AZ,0,West,2020-07-22
CA,0,West,2020-07-22
CO,615,West,2020-07-22
HI,17,West,2020-07-22
ID,500,West,2020-07-22
MT,101,West,2020-07-22
NM,311,West,2020-07-22
NV,0,West,2020-07-22
OR,254,West,2020-07-22
UT,566,West,2020-07-22
WA,672,West,2020-07-22
WY,34,West,2020-07-22
IA,322,Midwest,2020-07-22
IL,0,Midwest,2020-07-22
IN,757,Midwest,2020-07-22
KS,770,Midwest,2020-07-22
MI,523,Midwest,2020-07-22
MN,504,Midwest,2020-07-22
MO,0,Midwest,2020-07-22
ND,160,Midwest,2020-07-22
NE,296,Midwest,2020-07-22
OH,0,Midwest,2020-07-22
OK,975,Midwest,2020-07-22
SD,58,Midwest,2020-07-22
WI,712,Midwest,2020-07-22
AL,0,South,2020-07-22
AR,591,South,2020-07-22
FL,0,South,2020-07-22
GA,0,South,2020-07-22
KY,420,South,2020-07-22
LA,0,South,2020-07-22
MS,0,South,2020-07-22
NC,0,South,2020-07-22
SC,0,South,2020-07-22
TN,0,South,2020-07-22
TX,0,South,2020-07-22
VA,953,South,2020-07-22
WV,44,South,2020-07-22
CT,127,Northeast,2020-07-22
DC,102,Northeast,2020-07-22
DE,46,Northeast,2020-07-22
MA,192,Northeast,2020-07-22
MD,627,Northeast,2020-07-22
ME,21,Northeast,2020-07-22
NH,33,Northeast,2020-07-22
NJ,389,Northeast,2020-07-22
NY,705,Northeast,2020-07-22
PA,608,Northeast,2020-07-22
RI,76,Northeast,2020-07-22
VT,0,Northeast,2020-07-22
GU,3,Territories,2020-07-22
MP,1,Territories,2020-07-22
PR,75,Territories,2020-07-22
VI,12,Territories,2020-07-22
AK,60,West,2020-07-23
AZ,0,West,2020-07-23
CA,0,West,2020-07-23
CO,601,West,2020-07-23
HI,55,West,2020-07-23
ID,414,West,2020-07-23
MT,97,West,2020-07-23
NM,335,West,2020-07-23
NV,0,West,2020-07-23
OR,320,West,2020-07-23
UT,521,West,2020-07-23
WA,762,West,2020-07-23
WY,59,West,2020-07-23
IA,746,Midwest,2020-07-23
IL,0,Midwest,2020-07-23
IN,929,Midwest,2020-07-23
KS,0,Midwest,2020-07-23
MI,699,Midwest,2020-07-23
MN,760,Midwest,2020-07-23
MO,0,Midwest,2020-07-23
ND,126,Midwest,2020-07-23
NE,332,Midwest,2020-07-23
OH,0,Midwest,2020-07-23
OK,668,Midwest,2020-07-23
SD,66,Midwest,2020-07-23
WI,0,Midwest,2020-07-23
AL,0,South,2020-07-23
AR,0,South,2020-07-23
FL,0,South,2020-07-23
GA,0,South,2020-07-23
KY,546,South,2020-07-23
LA,0,South,2020-07-23
MS,982,South,2020-07-23
NC,0,South,2020-07-23
SC,0,South,2020-07-23
TN,0,South,2020-07-23
TX,0,South,2020-07-23
VA,802,South,2020-07-23
WV,339,South,2020-07-23
CT,9,Northeast,2020-07-23
DC,42,Northeast,2020-07-23
DE,132,Northeast,2020-07-23
MA,270,Northeast,2020-07-23
MD,664,Northeast,2020-07-23
ME,13,Northeast,2020-07-23
NH,23,Northeast,2020-07-23
NJ,242,Northeast,2020-07-23
NY,811,Northeast,2020-07-23
PA,925,Northeast,2020-07-23
RI,86,Northeast,2020-07-23
VT,11,Northeast,2020-07-23
GU,2,Territories,2020-07-23
MP,0,Territories,2020-07-23
PR,244,Territories,2020-07-23
VI,16,Territories,2020-07-23
AK,57,West,2020-07-24
AZ,0,West,2020-07-24
CA,0,West,2020-07-24
CO,659,West,2020-07-24
HI,59,West,2020-07-24
ID,528,West,2020-07-24
MT,129,West,2020-07-24
NM,312,West,2020-07-24
NV,966,West,2020-07-24
OR,391,West,2020-07-24
UT,863,West,2020-07-24
WA,815,West,2020-07-24
WY,49,West,2020-07-24
IA,489,Midwest,2020-07-24
IL,0,Midwest,2020-07-24
IN,996,Midwest,2020-07-24
KS,0,Midwest,2020-07-24
MI,594,Midwest,2020-07-24
MN,767,Midwest,2020-07-24
MO,0,Midwest,2020-07-24
ND,121,Midwest,2020-07-24
NE,356,Midwest,2020-07-24
OH,0,Midwest,2020-07-24
OK,0,Midwest,2020-07-24
SD,57,Midwest,2020-07-24
WI,0,Midwest,2020-07-24
AL,0,South,2020-07-24
AR,990,South,2020-07-24
FL,0,South,2020-07-24
GA,0,South,2020-07-24
KY,733,South,2020-07-24
LA,0,South,2020-07-24
MS,0,South,2020-07-24
NC,0,South,2020-07-24
SC,0,South,2020-07-24
TN,0,South,2020-07-24
TX,0,South,2020-07-24
VA,0,South,2020-07-24
WV,103,South,2020-07-24
CT,544,Northeast,2020-07-24
DC,78,Northeast,2020-07-24
DE,278,Northeast,2020-07-24
MA,214,Northeast,2020-07-24
MD,930,Northeast,2020-07-24
ME,23,Northeast,2020-07-24
NH,57,Northeast,2020-07-24
NJ,458,Northeast,2020-07-24
NY,753,Northeast,2020-07-24
PA,0,Northeast,2020-07-24
RI,76,Northeast,2020-07-24
VT,8,Northeast,2020-07-24
GU,5,Territories,2020-07-24
MP,0,Territories,2020-07-24
PR,220,Territories,2020-07-24
VI,0,Territories,2020-07-24
AK,89,West,2020-07-25
AZ,0,West,2020-07-25
CA,0,West,2020-07-25
CO,806,West,2020-07-25
HI,71,West,2020-07-25
ID,563,West,2020-07-25
MT,221,West,2020-07-25
NM,313,West,2020-07-25
NV,931,West,2020-07-25
OR,388,West,2020-07-25
UT,661,West,2020-07-25
WA,0,West,2020-07-25
WY,36,West,2020-07-25
IA,642,Midwest,2020-07-25
IL,0,Midwest,2020-07-25
IN,922,Midwest,2020-07-25
KS,0,Midwest,2020-07-25
MI,437,Midwest,2020-07-25
MN,803,Midwest,2020-07-25
MO,0,Midwest,2020-07-25
ND,122,Midwest,2020-07-25
NE,221,Midwest,2020-07-25
OH,0,Midwest,2020-07-25
OK,965,Midwest,2020-07-25
SD,105,Midwest,2020-07-25
WI,953,Midwest,2020-07-25
AL,0,South,2020-07-25
AR,732,South,2020-07-25
FL,0,South,2020-07-25
GA,0,South,2020-07-25
KY,775,South,2020-07-25
LA,0,South,2020-07-25
MS,0,South,2020-07-25
NC,0,South,2020-07-25
SC,0,South,2020-07-25
TN,0,South,2020-07-25
TX,0,South,2020-07-25
VA,0,South,2020-07-25
WV,164,South,2020-07-25
CT,0,Northeast,2020-07-25
DC,68,Northeast,2020-07-25
DE,-27,Northeast,2020-07-25
MA,210,Northeast,2020-07-25
MD,0,Northeast,2020-07-25
ME,30,Northeast,2020-07-25
NH,40,Northeast,2020-07-25
NJ,513,Northeast,2020-07-25
NY,750,Northeast,2020-07-25
PA,0,Northeast,2020-07-25
RI,0,Northeast,2020-07-25
VT,11,Northeast,2020-07-25
GU,0,Territories,2020-07-25
MP,1,Territories,2020-07-25
PR,248,Territories,2020-07-25
VI,16,Territories,2020-07-25
AK,186,West,2020-07-26
AZ,0,West,2020-07-26
CA,0,West,2020-07-26
CO,546,West,2020-07-26
HI,63,West,2020-07-26
ID,350,West,2020-07-26
MT,82,West,2020-07-26
NM,254,West,2020-07-26
NV,0,West,2020-07-26
OR,266,West,2020-07-26
UT,350,West,2020-07-26
WA,786,West,2020-07-26
WY,21,West,2020-07-26
IA,421,Midwest,2020-07-26
IL,0,Midwest,2020-07-26
IN,852,Midwest,2020-07-26
KS,0,Midwest,2020-07-26
MI,0,Midwest,2020-07-26
MN,862,Midwest,2020-07-26
MO,0,Midwest,2020-07-26
ND,140,Midwest,2020-07-26
NE,223,Midwest,2020-07-26
OH,838,Midwest,2020-07-26
OK,0,Midwest,2020-07-26
SD,90,Midwest,2020-07-26
WI,957,Midwest,2020-07-26
AL,0,South,2020-07-26
AR,642,South,2020-07-26
FL,0,South,2020-07-26
GA,0,South,2020-07-26
KY,309,South,2020-07-26
LA,0,South,2020-07-26
MS,0,South,2020-07-26
NC,0,South,2020-07-26
SC,0,South,2020-07-26
TN,0,South,2020-07-26
TX,0,South,2020-07-26
VA,913,South,2020-07-26
WV,66,South,2020-07-26
CT,0,Northeast,2020-07-26
DC,63,Northeast,2020-07-26
DE,115,Northeast,2020-07-26
MA,273,Northeast,2020-07-26
MD,694,Northeast,2020-07-26
ME,21,Northeast,2020-07-26
NH,21,Northeast,2020-07-26
NJ,505,Northeast,2020-07-26
NY,536,Northeast,2020-07-26
PA,769,Northeast,2020-07-26
RI,0,Northeast,2020-07-26
VT,4,Northeast,2020-07-26
GU,0,Territories,2020-07-26
MP,1,Territories,2020-07-26
PR,194,Territories,2020-07-26
VI,9,Territories,2020-07-26
AK,98,West,2020-07-27
AZ,0,West,2020-07-27
CA,0,West,2020-07-27
CO,226,West,2020-07-27
HI,28,West,2020-07-27
ID,517,West,2020-07-27
MT,39,West,2020-07-27
NM,460,West,2020-07-27
NV,988,West,2020-07-27
OR,330,West,2020-07-27
UT,436,West,2020-07-27
WA,686,West,2020-07-27
WY,43,West,2020-07-27
